證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"00682U","期元大美元指數","44124","896228","20.32","20.33","20.29","20.30","-0.0500","27"
"00683L","期元大美元指正2","870020","18334690","21.10","21.10","21.04","21.09","-0.0800","184"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","141753","5974996","42.17","42.34","42.03","42.28","0.1300","30"
"00686R","群益臺灣加權反1","503000","1759950","3.49","3.51","3.49","3.49","-0.0100","19"
"00688L","國泰20年美債正2","3399000","41390320","12.16","12.19","12.16","12.18","-0.0400","407"
"00689R","國泰20年美債反1","119000","2174120","18.26","18.30","18.26","18.27","0.0100","8"
"00690","兆豐藍籌30","167605","4653968","27.86","27.86","27.71","27.80","-0.0500","780"
"00692","富邦公司治理","858594","25882741","30.19","30.19","30.07","30.16","-0.0400","1130"
"00693U","期街口S&P黃豆","23170","617297","26.68","26.68","26.62","26.63","0.0000","21"
"00700","富邦恒生國企","348773","4551483","13.15","13.15","13.00","13.00","-0.0600","983"
"00701","國泰股利精選30","518239","11932555","22.99","23.05","22.99","23.01","0.0300","456"
"00702","國泰標普低波高息","129447","2699804","20.80","20.92","20.80","20.92","0.1500","952"
"00703","台新MSCI中國","183532","2989748","16.26","16.30","16.25","16.30","-0.0100","1042"
"00706L","期元大S&P日圓正2","2361440","22959121","9.76","9.76","9.69","9.72","-0.0800","479"
"00707R","期元大S&P日圓反1","2000","48320","24.16","24.16","24.16","24.16","0.1600","2"
"00708L","期元大S&P黃金正2","1329092","38733627","28.86","29.33","28.82","29.25","0.5300","282"
"00709","富邦歐洲","40411","998064","24.70","24.72","24.69","24.72","0.0400","994"
"00710B","復華彭博非投等債","398982","7025151","17.61","17.63","17.59","17.63","0.0200","82"
"00711B","復華彭博新興債","118263","1925027","16.26","16.31","16.26","16.27","0.0500","931"
"00712","復華富時不動產","27799540","256317009","9.21","9.24","9.18","9.22","-0.1100","10705"
"00713","元大台灣高息低波","7393585","301944339","40.70","40.93","40.67","40.88","0.2300","4927"
"00714","群益道瓊美國地產","624574","11474115","18.29","18.43","18.29","18.43","0.1700","247"
"00715L","期街口布蘭特正2","45187950","696432270","15.36","15.45","15.35","15.41","0.3100","3934"
"00717","富邦美國特別股","225308","3283409","14.58","14.58","14.56","14.58","0.0600","182"
"00728","第一金工業30","221328","5250856","23.75","23.76","23.68","23.74","-0.0100","253"
"00730","富邦臺灣優質高息","316502","5937298","18.77","18.80","18.72","18.78","0.0100","198"
"00731","復華富時高息低波","1124066","64030099","56.90","57.00","56.80","56.95","0.0500","186"
"00732","國泰RMB短期報酬","","","","","","","0.0000",""
"00733","富邦臺灣中小","221247","8279880","37.26","37.52","37.22","37.51","0.4400","264"
"00735","國泰臺韓科技","128982","3480863","27.07","27.07","26.83","27.02","-0.0500","990"
"00736","國泰新興市場","101025","1975505","19.56","19.56","19.56","19.56","0.0700","977"
"00737","國泰AI+Robo","77936","2143421","27.40","27.52","27.40","27.50","0.0800","687"
"00738U","期元大道瓊白銀","1110634","27719002","24.73","25.07","24.73","25.03","0.3900","276"
"00739","元大MSCI A股","16002","378682","23.65","23.79","23.65","23.79","0.1400","908"
"00752","中信中國50","5466144","102833301","18.98","19.04","18.74","18.75","-0.2000","1195"
"00753L","中信中國50正2","14592353","162609261","11.33","11.36","11.06","11.08","-0.1300","2419"
"00757","統一FANG+","304900","13533467","44.55","44.55","44.36","44.37","-0.2600","431"
"00762","元大全球AI","241091","8930829","37.04","37.10","37.01","37.05","0.0000","151"
"00763U","期街口道瓊銅","351000","8959240","25.50","25.56","25.48","25.53","0.2000","31"
"00770","國泰北美科技","194504","5605736","28.96","28.96","28.78","28.81","-0.1900","416"
"00771","元大US高息特別股","28464","451468","15.89","15.89","15.85","15.88","0.0300","795"
"00775B","新光投等債15+","54001","1849911","34.27","34.28","34.27","34.28","-0.0200","979"
"00783","富邦中証500","74099","1618914","21.79","21.88","21.79","21.83","0.1800","915"
"00830","國泰費城半導體","1880459","51858580","27.58","27.61","27.55","27.59","-0.0900","1038"
"00850","元大臺灣ESG永續","158095","4958703","31.40","31.41","31.32","31.40","0.0000","378"
"00851","台新全球AI","21515","573768","26.73","26.73","26.66","26.69","-0.1400","942"
"00852L","國泰美國道瓊正2","421927","8117963","19.23","19.26","19.23","19.23","0.1000","114"
"00861","元大全球未來通訊","110335","3160460","28.66","28.68","28.59","28.65","-0.1100","124"
"00865B","國泰US短期公債","111168","4496154","40.43","40.46","40.43","40.44","0.0200","1005"
"00875","國泰網路資安","85698","2197921","25.65","25.66","25.63","25.66","0.1100","89"
"00876","元大全球5G","287147","7937828","27.51","27.71","27.51","27.70","0.0600","189"
"00878","國泰永續高股息","40776724","716804475","17.51","17.60","17.51","17.59","0.0900","18206"
"00881","國泰台灣5G+","5465635","83208375","15.25","15.28","15.20","15.23","-0.0200","2061"
"00882","中信中國高股息","12341006","149461662","12.03","12.15","12.03","12.12","0.0900","2531"
"00885","富邦越南","9265668","106131573","11.42","11.48","11.42","11.47","0.0900","2238"
"00891","中信關鍵半導體","5204351","69703118","13.43","13.44","13.34","13.41","-0.0100","1622"
"00892","富邦台灣半導體","2912905","35750066","12.31","12.31","12.21","12.29","-0.0300","619"
"00893","國泰智能電動車","6930115","96646670","13.96","13.96","13.93","13.93","-0.0400","1682"
"00894","中信小資高價30","486766","6787215","14.00","14.00","13.89","13.98","0.0100","249"
"00895","富邦未來車","1108202","16457676","14.89","14.89","14.83","14.84","-0.0500","409"
"00896","中信綠能及電動車","2365100","34907821","14.73","14.79","14.72","14.78","0.0700","897"
"00897","富邦基因免疫生技","2122174","16142702","7.57","7.62","7.57","7.62","0.0600","279"
"00898","國泰基因免疫革命","1109112","8312245","7.49","7.51","7.49","7.50","0.0900","287"
"00899","FT潔淨能源","222384","4877794","21.80","21.95","21.80","21.90","0.2100","126"
"00900","富邦特選高股息30","8300392","97899852","11.76","11.83","11.75","11.81","0.0500","2312"
"00901","永豐智能車供應鏈","310425","4070865","13.13","13.15","13.08","13.15","0.0200","211"
"00902","中信電池及儲能","5562357","69027186","12.56","12.56","12.36","12.39","-0.1300","2143"
"00903","富邦元宇宙","1119896","11143844","9.98","9.98","9.94","9.96","0.0000","270"
"00904","新光臺灣半導體30","514860","6505526","12.70","12.70","12.60","12.66","-0.0200","134"
"00905","FT臺灣Smart","1246777","11355775","9.11","9.12","9.09","9.12","0.0100","491"
"00906","大華元宇宙科技50","15000","161720","10.80","10.80","10.76","10.76","-0.0900","5"
"00907","永豐優息存股","2288383","33608108","14.68","14.70","14.66","14.68","0.0500","617"
"00908","富邦入息REITs+","1145055","14048614","12.24","12.29","12.24","12.25","0.0600","230"
"00909","國泰數位支付服務","463923","7981881","17.12","17.25","17.12","17.24","0.2400","177"
"00910","第一金太空衛星","825448","12739700","15.43","15.45","15.42","15.43","0.0500","177"
"00911","兆豐洲際半導體","250000","4340380","17.32","17.37","17.32","17.33","0.0000","54"
"00912","中信臺灣智慧50","2086923","31469250","15.13","15.13","15.04","15.10","0.0100","1002"
"00913","兆豐台灣晶圓製造","152000","2561830","16.88","16.89","16.85","16.87","-0.0100","15"
"00915","凱基優選高股息30","568406","9429561","16.57","16.61","16.57","16.59","0.0500","272"
"00916","國泰全球品牌50","657359","10367719","15.81","15.81","15.76","15.78","-0.0500","396"
"00917","中信特選金融","514577","7550305","14.60","14.69","14.60","14.67","0.1300","145"
"00918","大華優利高填息30","134541","2333522","17.34","17.37","17.32","17.34","0.0800","78"
"00919","群益台灣精選高息","2083977","40090812","19.22","19.29","19.16","19.26","0.0500","1110"
"00920","富邦ESG綠色電力","532804","8963194","16.79","16.83","16.79","16.83","0.1100","121"
"00921","兆豐龍頭等權重","182547","2948438","16.10","16.19","16.10","16.18","0.1000","166"
"00922","國泰台灣領袖50","2543227","37915763","14.95","14.95","14.88","14.93","0.0000","1374"
"00923","群益台灣ESG低碳","3792790","57021594","15.06","15.06","15.00","15.06","0.0000","1289"
"01001T","土銀富邦R1","32971","524226","15.80","15.98","15.80","15.95","0.1500","11"
"01002T","土銀國泰R1","1000","17580","17.58","17.58","17.58","17.58","0.0300","1"
"01003T","兆豐新光R1","230060","4868945","21.15","21.20","21.15","21.16","0.0100","32"
"01004T","土銀富邦R2","10000","145320","14.50","14.79","14.50","14.79","0.0000","8"
"01007T","兆豐國泰R2","22000","382220","17.40","17.40","17.35","17.37","0.0500","6"
"01009T","王道圓滿R1","1000","8590","8.59","8.59","8.59","8.59","0.1400","1"
"01010T","京城樂富R1","6000","60360","10.06","10.06","10.06","10.06","0.0000","2"
"020000","富邦特選蘋果N","","","","","","","0.0000",""
"020002","元富新中國N","","","","","","","0.0000",""
"020007","凱基臺灣500N","","","","","","","0.0000",""
"020011","統一微波高息20N","","","","","","","0.0000",""
"020012","富邦行動通訊N","1000","7160","7.16","7.16","7.16","7.16","0.0000","1"
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","3000","54510","18.17","18.17","18.17","18.17","-0.1300","1"
"020018","統一價值成長30N","2000","33400","16.70","16.70","16.70","16.70","0.1300","1"
"020019","統一特選台灣5GN","","","","","","","0.0000",""
"02001L","富邦蘋果正二N","","","","","","","0.0000",""
"02001R","富邦蘋果反一N","36000","98280","2.73","2.73","2.73","2.73","-0.0100","1"
"02001S","策元大加權策略N","1000","5240","5.24","5.24","5.24","5.24","0.0000","1"
"020020","元大台股領航N","54000","368030","6.81","6.82","6.80","6.82","0.0100","12"
"020022","元大電動車N","2524000","15099730","5.92","6.01","5.92","6.00","0.0800","301"
"020028","元大特選電動車N","242000","1393750","5.73","5.78","5.73","5.78","0.0700","28"
"020029","元大ESG高股息N","478000","2429080","5.06","5.09","5.06","5.09","0.0300","90"
"020030","統一智慧電動車N","67000","289420","4.32","4.34","4.31","4.33","0.0100","17"
"020031","統一IC設計臺灣N","486000","2181440","4.51","4.52","4.48","4.50","-0.0100","26"
"020032","元大綠能N","117000","632710","5.39","5.42","5.39","5.42","0.0700","21"
"020034","元大IC設計N","407000","2274420","5.63","5.63","5.56","5.61","-0.0100","27"
"1101","台泥","17776337","668378869","37.60","37.85","37.45","37.45","0.0000","9293"
"1101B","台泥乙特","194000","9468250","48.85","48.85","48.80","48.80","-0.0500","25"
"1102","亞泥","4566897","200973519","44.15","44.25","43.80","43.90","-0.2000","2538"
"1103","嘉泥","331792","6303757","18.90","19.10","18.90","19.05","0.1500","254"
"1104","環泥","2134583","56598251","26.60","26.85","26.35","26.75","0.1500","1040"
"1108","幸福","7175984","115655112","15.40","16.65","15.40","16.10","0.7000","3164"
"1109","信大","386686","6759918","17.35","17.55","17.35","17.55","0.4000","234"
"1110","東泥","656569","11563200","17.70","17.70","17.60","17.65","-0.0500","136"
"1201","味全","327728","6586266","20.05","20.15","20.05","20.10","0.1000","328"
"1203","味王","12117","463619","38.25","38.30","38.25","38.30","0.0500","53"
"1210","大成","1787006","91377950","51.40","51.40","51.00","51.00","-0.4000","1449"
"1213","大飲","21272","149445","7.48","7.48","7.23","7.23","0.0300","24"
"1215","卜蜂","475907","40225814","84.70","85.00","84.30","84.40","-0.3000","1103"
"1216","統一","8697227","637289267","73.90","73.90","73.00","73.10","-0.8000","5194"
"1217","愛之味","839677","9540086","11.40","11.40","11.35","11.35","0.0000","442"
"1218","泰山","2643125","80672295","30.80","30.80","30.40","30.50","-0.2000","1382"
"1219","福壽","774031","16666539","21.75","21.75","21.40","21.40","-0.1500","493"
"1220","台榮","394705","6733420","17.20","17.20","17.00","17.05","0.0500","349"
"1225","福懋油","194098","12140826","62.00","62.80","61.60","62.70","1.1000","111"
"1227","佳格","392470","15960129","40.50","40.85","40.45","40.70","0.2000","338"
"1229","聯華","1143363","66802785","59.00","59.00","58.00","58.30","0.0000","1239"
"1231","聯華食","110820","10099199","90.90","91.60","90.80","90.80","0.1000","299"
"1232","大統益","37633","5638159","150.50","150.50","149.50","149.50","-0.5000","146"
"1233","天仁","6994","241089","34.50","34.65","34.30","34.65","-0.1500","21"
"1234","黑松","226574","8174628","36.25","36.25","36.00","36.10","-0.1500","218"
"1235","興泰","4664","324472","69.00","70.00","69.00","69.70","0.2000","23"
"1236","宏亞","200001","4720666","23.60","23.75","23.55","23.70","0.1000","62"
"1256","鮮活果汁-KY","26355","8567006","327.50","327.50","322.00","323.50","-6.5000","342"
"1301","台塑","4698031","434559682","92.40","92.80","91.80","92.60","0.0000","4602"
"1303","南亞","4650534","361954437","77.80","78.00","77.50","77.90","0.0000","2522"
"1304","台聚","1297947","34798470","26.80","26.90","26.75","26.85","-0.0500","1077"
"1305","華夏","1001169","26977388","26.70","27.05","26.60","26.95","0.2500","606"
"1307","三芳","181150","3806140","21.05","21.15","20.95","21.15","0.0500","105"
"1308","亞聚","2479060","74299573","29.75","30.10","29.70","30.05","0.4000","1192"
"1309","台達化","558529","12033341","21.55","21.65","21.45","21.45","-0.0500","409"
"1310","台苯","1801974","26145480","14.25","14.65","14.25","14.60","0.3500","895"
"1312","國喬","3654494","75292656","20.55","20.75","20.50","20.60","0.2000","1670"
"1312A","國喬特","8000","226900","28.30","29.00","28.10","28.10","0.0000","6"
"1313","聯成","1150046","17321697","15.05","15.15","14.95","15.00","-0.0500","596"
"1314","中石化","9201491","92099748","9.98","10.05","9.98","10.05","0.0700","2367"
"1315","達新","63988","4719910","73.90","74.00","73.60","73.70","-0.2000","136"
"1316","上曜","3254978","45384527","13.90","14.10","13.70","13.75","-0.0500","1163"
"1319","東陽","11482551","544781885","46.85","48.35","46.40","47.80","0.8500","7624"
"1321","大洋","176100","6623920","37.70","37.70","37.55","37.60","-0.1000","107"
"1323","永裕","85609","2822586","33.15","33.15","32.90","33.00","0.0000","85"
"1324","地球","18293","209269","11.50","11.50","11.40","11.45","-0.0500","49"
"1325","恆大","79083","1882392","23.65","23.90","23.65","23.75","0.1000","97"
"1326","台化","2363889","165545908","70.00","70.20","69.70","70.10","0.1000","1361"
"1337","再生-KY","204174","1436440","7.06","7.11","7.01","7.03","0.0300","388"
"1338","廣華-KY","49859","2283429","45.75","45.85","45.75","45.85","0.1500","104"
"1339","昭輝","287195","12935549","45.25","45.35","44.80","45.35","0.1000","189"
"1340","勝悅-KY","108716","1191493","11.00","11.00","10.90","10.90","-0.1000","333"
"1341","富林-KY","8160","572325","70.00","70.40","70.00","70.00","-0.1000","14"
"1342","八貫","1756709","275099726","156.00","158.00","155.50","156.00","1.5000","1485"
"1402","遠東新","5700715","181505778","31.80","32.00","31.70","31.70","-0.1000","2339"
"1409","新纖","1765389","31748270","17.95","18.05","17.95","18.00","0.0500","920"
"1410","南染","17793","685631","38.40","38.75","38.40","38.70","0.1500","28"
"1413","宏洲","31482","301194","9.54","9.58","9.54","9.56","0.0200","26"
"1414","東和","382864","6792443","17.90","17.90","17.70","17.75","-0.1500","238"
"1416","廣豐","1608309","18538014","11.20","11.85","11.20","11.65","0.4500","694"
"1417","嘉裕","1301597","17610249","13.40","13.60","13.40","13.60","0.3000","585"
"1418","東華","121825","1958440","16.40","16.40","15.90","16.15","-0.0500","218"
"1419","新紡","139655","5651395","40.60","40.70","40.35","40.50","-0.1000","51"
"1423","利華","105913","2204889","20.85","20.90","20.80","20.90","0.0500","85"
"1432","大魯閣","378215","6095122","16.30","16.30","16.05","16.15","-0.1000","473"
"1434","福懋","1032511","29206239","28.35","28.35","28.20","28.30","0.0000","545"
"1436","華友聯","47030","2704863","57.80","57.80","57.40","57.70","0.1000","182"
"1437","勤益控","545770","15783280","28.60","29.20","28.55","28.90","0.3500","346"
"1438","三地開發","1447695","45429969","32.30","32.40","30.50","31.05","-1.3500","646"
"1439","雋揚","66000","1450000","21.95","22.25","21.85","21.90","-0.1000","63"
"1440","南紡","1281883","21934593","17.00","17.20","16.95","17.10","0.1000","582"
"1441","大東","58893","474582","8.06","8.06","8.04","8.05","-0.0300","178"
"1442","名軒","917068","30759728","33.95","34.00","33.35","33.45","-0.2500","597"
"1443","立益物流","59461","1713019","28.75","29.00","28.70","28.90","0.1000","66"
"1444","力麗","2265243","23654954","10.35","10.50","10.35","10.40","0.1000","797"
"1445","大宇","1495548","28529638","17.90","19.55","17.80","19.50","1.7000","551"
"1446","宏和","39703","1254883","31.50","31.75","31.50","31.60","0.2000","34"
"1447","力鵬","1559807","12533452","8.00","8.06","7.99","8.06","0.0600","429"
"1449","佳和","53034","817186","15.40","15.50","15.35","15.40","0.0000","519"
"1451","年興","259920","5960384","22.95","23.00","22.85","22.90","0.0500","124"
"1452","宏益","74272","1319880","17.70","17.85","17.70","17.80","0.0000","262"
"1453","大將","180606","2907461","16.00","16.20","16.00","16.10","0.1000","149"
"1454","台富","29634","395884","13.25","13.40","13.25","13.40","0.2000","30"
"1455","集盛","504846","5405387","10.80","10.80","10.55","10.75","0.0000","264"
"1456","怡華","29170","446991","15.40","15.50","15.25","15.25","-0.0500","28"
"1457","宜進","82550","1541955","18.70","18.75","18.65","18.65","-0.0500","81"
"1459","聯發","77838","701537","9.09","9.09","8.97","9.06","0.0600","99"
"1460","宏遠","465538","3591180","7.71","7.77","7.68","7.77","0.0800","302"
"1463","強盛","96054","1367655","14.25","14.25","14.20","14.25","0.0500","197"
"1464","得力","193777","2898773","14.95","15.00","14.95","14.95","0.0000","393"
"1465","偉全","126878","1798131","14.15","14.25","14.15","14.20","0.0500","51"
"1466","聚隆","32018","373848","11.65","11.70","11.60","11.70","0.0000","35"
"1467","南緯","514791","5978115","11.60","11.70","11.60","11.60","-0.0500","191"
"1468","昶和","40095","610841","15.35","15.35","15.00","15.30","0.0500","36"
"1470","大統新創","44929","878295","19.35","19.95","19.15","19.30","-0.1500","51"
"1471","首利","795149","6419824","7.98","8.20","7.96","8.17","0.2000","359"
"1472","三洋實業","53512","1558126","29.80","29.80","28.70","29.00","-0.8000","18"
"1473","台南","318636","7362078","23.45","23.45","22.95","23.15","-0.2500","215"
"1474","弘裕","773578","10171116","13.35","13.45","13.00","13.00","-0.2000","334"
"1475","業旺","147002","8259515","57.20","57.20","55.70","56.00","-1.2000","117"
"1476","儒鴻","538575","265429731","492.00","497.50","489.00","494.00","7.0000","585"
"1477","聚陽","1093036","243852844","223.00","225.00","221.50","223.50","1.5000","868"
"1503","士電","22699733","2136573711","91.80","96.00","91.20","96.00","8.7000","14372"
"1504","東元","45822888","2066191287","44.65","45.40","44.40","45.40","1.0000","22079"
"1506","正道","487316","10563644","22.05","22.05","21.50","21.60","-0.3000","270"
"1512","瑞利","75437","1110056","14.60","15.25","14.50","14.75","0.1000","111"
"1513","中興電","96336454","10977333955","110.00","117.00","110.00","115.00","7.0000","51387"
"1514","亞力","43032463","1928591618","42.80","46.20","42.80","46.20","4.2000","22189"
"1515","力山","458945","13414266","29.30","29.35","29.10","29.25","0.0000","305"
"1516","川飛","147646","3017230","20.35","20.50","20.30","20.45","0.0500","126"
"1517","利奇","660498","13340989","20.05","20.30","20.00","20.25","0.2500","452"
"1519","華城","8659121","831964430","95.00","96.80","94.50","96.80","8.8000","4236"
"1521","大億","28333","1111610","39.30","39.40","38.80","39.40","0.1000","989"
"1522","堤維西","2009585","60140420","29.75","30.20","29.60","30.15","0.4500","1156"
"1522A","堤維西甲特","3000","137350","45.55","45.95","45.55","45.95","0.4500","3"
"1524","耿鼎","5135870","136626350","26.55","26.75","26.50","26.55","0.1000","2566"
"1525","江申","99084","6753857","68.00","68.60","67.80","68.30","0.3000","223"
"1526","日馳","571249","24620937","42.40","43.35","42.40","43.20","0.8000","622"
"1527","鑽全","224347","9621051","42.75","42.95","42.75","42.95","0.2000","223"
"1528","恩德","610568","6830305","11.30","11.30","11.10","11.20","-0.0500","287"
"1529","樂事綠能","7231458","230336056","31.20","32.00","31.20","32.00","2.9000","2793"
"1530","亞崴","30262","976926","32.25","32.40","32.20","32.30","0.2000","74"
"1531","高林股","83338","1203938","14.50","14.50","14.40","14.45","-0.0500","50"
"1532","勤美","2431484","87025034","35.30","36.30","35.15","36.05","0.9500","1037"
"1533","車王電","801677","42473094","52.80","53.30","52.40","52.60","0.4000","608"
"1535","中宇","1164055","62008009","50.60","54.90","50.60","54.50","4.1000","1231"
"1536","和大","802748","58638139","72.80","73.40","72.70","73.20","0.4000","1245"
"1537","廣隆","69400","9949101","143.50","144.00","143.00","143.50","0.0000","83"
"1538","正峰","126013","1158656","9.20","9.20","9.15","9.20","0.0000","27"
"1539","巨庭","555631","17540235","31.45","31.85","31.25","31.65","0.3500","339"
"1540","喬福","198383","3320612","16.75","16.85","16.70","16.80","0.0000","171"
"1541","錩泰","59440","2101025","34.65","35.65","34.65","35.65","1.0500","53"
"1558","伸興","81618","9272466","114.00","114.00","113.50","113.50","0.0000","117"
"1560","中砂","1225288","143608434","118.00","118.00","116.50","118.00","0.0000","1110"
"1568","倉佑","317310","7677838","24.15","24.40","24.10","24.25","-0.2000","258"
"1582","信錦","113915","6907041","60.90","60.90","60.40","60.80","0.0000","210"
"1583","程泰","11021","748230","67.60","68.30","67.60","67.70","-0.8000","13"
"1587","吉茂","46667","1073361","23.00","23.05","22.95","23.00","0.0000","41"
"1589","永冠-KY","1691476","139009127","81.90","82.60","81.70","81.80","0.1000","1493"
"1590","亞德客-KY","808093","994654720","1200.00","1245.00","1190.00","1240.00","40.0000","798"
"1597","直得","59798","4759375","79.70","79.80","79.50","79.50","-0.5000","73"
"1598","岱宇","187909","8321782","44.30","44.70","43.90","44.60","0.2000","158"
"1603","華電","1180377","32772961","27.35","28.05","27.20","27.90","0.7000","654"
"1604","聲寶","257342","7160171","28.00","28.00","27.75","27.85","-0.0500","315"
"1605","華新","43992572","2201340132","49.60","50.40","49.55","49.95","0.5000","19542"
"1608","華榮","3022652","47204851","15.20","15.85","15.20","15.75","0.5500","1243"
"1609","大亞","82703264","2351116423","27.50","29.35","27.40","28.70","1.3500","36844"
"1611","中電","14876915","254281819","16.25","17.45","16.25","17.10","0.9500","6269"
"1612","宏泰","3201197","67599455","20.80","21.45","20.75","21.25","0.6500","1774"
"1614","三洋電","141608","5277660","37.10","37.70","37.05","37.50","0.4500","67"
"1615","大山","526432","18681917","34.75","36.30","34.75","35.50","1.0500","399"
