證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"00662","富邦NASDAQ","661041","33588684","50.70","50.90","50.65","50.80","-0.0500","574"
"00663L","國泰臺灣加權正2","36000","3658100","101.65","101.90","101.40","101.65","-0.1500","12"
"00664R","國泰臺灣加權反1","10057901","61009863","6.06","6.09","6.04","6.06","0.0100","526"
"00665L","富邦恒生國企正2","25600657","201091930","7.75","8.00","7.71","8.00","0.2400","2493"
"00666R","富邦恒生國企反1","249000","3722980","15.17","15.17","14.79","14.79","-0.2100","40"
"00668","國泰美國道瓊","14763","552303","37.44","37.48","37.42","37.43","-0.2200","851"
"00668K","國泰美國道瓊+U","200","2436","12.18","12.18","12.18","12.18","-0.1000","2"
"00669R","國泰美國道瓊反1","7139560","56976920","7.98","7.99","7.97","7.98","0.0500","503"
"00670L","富邦NASDAQ正2","1993804","128444320","64.40","64.60","64.30","64.45","-0.2000","650"
"00671R","富邦NASDAQ反1","13907243","78550314","5.65","5.66","5.64","5.64","-0.0100","735"
"00673R","期元大S&P原油反1","38077987","329761264","8.66","8.70","8.63","8.64","0.1200","2318"
"00674R","期元大S&P黃金反1","1124100","13375621","11.90","11.93","11.88","11.91","-0.0100","110"
"00675L","富邦臺灣加權正2","846073","37537951","44.43","44.60","44.13","44.54","0.0200","836"
"00676R","富邦臺灣加權反1","8443402","28172495","3.33","3.35","3.32","3.33","0.0000","386"
"00678","群益NBI生技","327974","8509919","26.13","26.13","25.91","25.91","-0.2800","818"
"00680L","元大美債20正2","23670269","287421109","12.13","12.18","12.11","12.14","0.1800","2950"
"00681R","元大美債20反1","207001","3668117","17.76","17.76","17.70","17.74","-0.1400","24"
"00682U","期元大美元指數","737000","14935930","20.29","20.30","20.24","20.29","0.0800","62"
"00683L","期元大美元指正2","1251275","26300611","21.01","21.06","21.00","21.02","0.1800","303"
"00684R","期元大美元指反1","1000","16280","16.28","16.28","16.28","16.28","0.0000","1"
"00685L","群益臺灣加權正2","205871","8080373","39.31","39.53","39.10","39.45","-0.0400","107"
"00686R","群益臺灣加權反1","3437000","12446150","3.62","3.63","3.61","3.62","0.0100","71"
"00688L","國泰20年美債正2","2939001","35465662","12.04","12.09","12.04","12.07","0.1600","476"
"00689R","國泰20年美債反1","3000","55160","18.39","18.39","18.38","18.38","-0.1700","2"
"00690","兆豐藍籌30","145572","3879932","26.81","26.81","26.51","26.75","-0.0900","983"
"00692","富邦公司治理","4254932","123817878","29.22","29.24","29.04","29.12","-0.1400","4334"
"00693U","期街口S&P黃豆","46200","1202610","25.99","26.06","25.99","26.03","-0.1700","19"
"00700","富邦恒生國企","290766","3658858","12.40","12.66","12.40","12.66","0.1700","1075"
"00701","國泰股利精選30","1470509","33909851","22.97","23.09","22.97","23.05","0.0700","576"
"00702","國泰標普低波高息","165787","3429903","20.72","20.75","20.66","20.67","-0.1800","709"
"00703","台新MSCI中國","53506","828128","15.38","15.63","15.38","15.61","0.1600","10"
"00706L","期元大S&P日圓正2","3045980","29633806","9.71","9.75","9.70","9.74","0.1300","384"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
"00708L","期元大S&P黃金正2","655528","18694578","28.50","28.60","28.45","28.51","0.1000","174"
"00709","富邦歐洲","40295","1023092","25.40","25.43","25.39","25.40","-0.0700","762"
"00710B","復華彭博非投等債","501618","8929092","17.77","17.82","17.77","17.80","0.0200","141"
"00711B","復華彭博新興債","168058","2744614","16.41","16.41","16.32","16.34","0.1300","355"
"00712","復華富時不動產","41296830","371085065","8.97","9.02","8.95","8.98","-0.1300","16509"
"00713","元大台灣高息低波","11935025","478321784","39.98","40.27","39.95","40.25","0.2300","4882"
"00714","群益道瓊美國地產","205959","3716463","18.12","18.12","18.01","18.06","-0.0900","169"
"00715L","期街口布蘭特正2","26766120","374273491","13.99","14.09","13.86","14.06","-0.4600","4059"
"00717","富邦美國特別股","159658","2327195","14.45","14.61","14.45","14.57","-0.0600","938"
"00728","第一金工業30","628753","14085872","22.41","22.48","22.33","22.46","-0.0100","453"
"00730","富邦臺灣優質高息","432792","7690130","17.80","17.96","17.70","17.96","0.1300","464"
"00731","復華富時高息低波","1040045","58576707","56.35","56.45","56.25","56.45","0.0500","164"
"00733","富邦臺灣中小","180944","6441110","35.51","35.86","35.40","35.84","0.3300","212"
"00735","國泰臺韓科技","104076","2678193","25.74","25.80","25.68","25.80","0.0600","985"
"00736","國泰新興市場","103205","1980867","19.20","19.21","19.20","19.21","0.0100","906"
"00737","國泰AI+Robo","407187","10990628","27.12","27.12","26.97","26.99","-0.2100","421"
"00738U","期元大道瓊白銀","488620","12020726","24.59","24.71","24.56","24.62","-0.1300","112"
"00739","元大MSCI A股","44716","1024239","22.75","22.99","22.75","22.98","0.2300","630"
"00752","中信中國50","1913999","34156446","17.60","18.00","17.56","18.00","0.2300","589"
"00753L","中信中國50正2","14233110","142266629","9.83","10.15","9.80","10.15","0.2500","2102"
"00757","統一FANG+","671822","29373679","43.53","43.87","43.45","43.77","0.2400","485"
"00762","元大全球AI","372318","13252824","35.77","35.77","35.55","35.59","-0.4100","237"
"00763U","期街口道瓊銅","176200","4361018","24.73","24.81","24.60","24.76","-0.4100","54"
"00770","國泰北美科技","333611","9625032","28.85","28.88","28.82","28.83","-0.0200","415"
"00771","元大US高息特別股","45959","737600","16.02","16.06","16.02","16.06","-0.0300","345"
"00775B","新光投等債15+","52964","1823091","34.43","34.45","34.34","34.34","0.0300","883"
"00783","富邦中証500","206884","4296257","20.71","20.87","20.70","20.85","0.2000","36"
"00830","國泰費城半導體","5760031","151036833","26.25","26.25","26.17","26.25","-0.5100","3579"
"00850","元大臺灣ESG永續","709260","21531171","30.46","30.46","30.29","30.39","-0.0900","940"
"00851","台新全球AI","1000","26070","26.07","26.07","26.07","26.07","-0.0900","1"
"00852L","國泰美國道瓊正2","114055","2178045","19.10","19.11","19.07","19.09","-0.2400","61"
"00861","元大全球未來通訊","109647","3027234","27.71","27.71","27.55","27.60","-0.1400","198"
"00865B","國泰US短期公債","193008","7865748","40.75","40.76","40.73","40.76","0.0500","1012"
"00875","國泰網路資安","383065","9529835","25.03","25.03","24.80","24.86","-0.4700","201"
"00876","元大全球5G","266579","7055436","26.52","26.69","26.40","26.47","-0.3000","296"
"00878","國泰永續高股息","51135941","885329114","17.31","17.39","17.28","17.38","0.0500","26277"
"00881","國泰台灣5G+","6347905","91966864","14.55","14.55","14.44","14.52","-0.0500","4249"
"00882","中信中國高股息","6559405","79146735","12.08","12.14","12.00","12.14","0.0600","2115"
"00885","富邦越南","34360984","381365092","11.18","11.19","11.05","11.12","-0.1000","7768"
"00891","中信關鍵半導體","13325352","161814827","12.25","12.26","12.06","12.22","-0.0600","5141"
"00892","富邦台灣半導體","6270426","70251951","11.22","11.29","11.13","11.28","-0.0500","1610"
"00893","國泰智能電動車","16143095","214961931","13.26","13.41","13.25","13.40","-0.0100","2783"
"00894","中信小資高價30","1092219","14091906","12.92","12.97","12.82","12.96","0.0000","427"
"00895","富邦未來車","1638192","23281757","14.24","14.24","14.19","14.21","-0.0800","703"
"00896","中信綠能及電動車","1655506","23534888","14.19","14.27","14.17","14.25","0.0000","670"
"00897","富邦基因免疫生技","1351144","10350880","7.70","7.70","7.64","7.65","-0.0400","216"
"00898","國泰基因免疫革命","382666","2828103","7.40","7.40","7.38","7.40","-0.1100","247"
"00899","FT潔淨能源","52174","1132900","22.03","22.03","21.60","21.65","-0.3800","120"
"00900","富邦特選高股息30","10215370","114097576","11.20","11.21","11.13","11.19","-0.0200","4352"
"00901","永豐智能車供應鏈","790888","9823313","12.48","12.48","12.39","12.46","-0.0500","362"
"00902","中信電池及儲能","9989158","116150744","11.52","11.82","11.48","11.77","0.2100","3148"
"00903","富邦元宇宙","1107108","10746639","9.67","9.72","9.67","9.70","-0.0400","397"
"00904","新光臺灣半導體30","985651","11246442","11.41","11.48","11.34","11.47","-0.1000","332"
"00905","FT臺灣Smart","3515823","30842244","8.82","8.82","8.75","8.79","-0.0200","1361"
"00906","大華元宇宙科技50","24000","256720","10.68","10.70","10.68","10.68","-0.0300","6"
"00907","永豐優息存股","1289331","18612624","14.42","14.47","14.41","14.47","0.0700","452"
"00908","富邦入息REITs+","957233","11317001","11.88","11.88","11.80","11.82","-0.1200","321"
"00909","國泰數位支付服務","529030","8539277","16.30","16.30","16.11","16.12","-0.2500","198"
"00910","第一金太空衛星","827625","12331006","14.98","15.02","14.78","14.78","-0.2600","183"
"00911","兆豐洲際半導體","113000","1879210","16.59","16.64","16.59","16.63","-0.2900","6"
"00912","中信臺灣智慧50","1621849","22846995","14.10","14.12","14.04","14.11","-0.0200","752"
"00913","兆豐台灣晶圓製造","26030","400968","15.42","15.45","15.39","15.45","-0.1500","8"
"00915","凱基優選高股息30","454391","7384869","16.25","16.29","16.21","16.28","0.0000","195"
"00916","國泰全球品牌50","409336","6599665","16.05","16.14","16.05","16.13","0.0700","315"
"00917","中信特選金融","896561","13281204","14.86","14.86","14.80","14.81","-0.2400","196"
"00918","大華優利高填息30","602191","9995296","16.68","16.70","16.53","16.65","-0.0300","345"
"00919","群益台灣精選高息","4569573","82236072","18.09","18.09","17.88","18.06","-0.0400","2181"
"00920","富邦ESG綠色電力","1027479","17253000","17.08","17.08","16.66","16.66","-0.3800","236"
"00921","兆豐龍頭等權重","610291","9590261","15.74","15.84","15.66","15.84","0.1000","200"
"00922","國泰台灣領袖50","4425178","63587325","14.40","14.41","14.34","14.39","-0.0400","2174"
"00923","群益台灣ESG低碳","7458165","106691505","14.40","14.40","14.26","14.34","-0.0400","3366"
"00924","復華S&P500成長","25820483","383030532","14.82","14.87","14.81","14.84","-0.1800","4792"
"00925","新光標普電動車","291492","4114034","14.20","14.20","14.09","14.11","-0.1500","76"
"01001T","土銀富邦R1","36111","558341","15.37","15.59","15.37","15.40","-0.1900","14"
"01002T","土銀國泰R1","28000","492280","17.50","17.80","17.45","17.80","0.3500","17"
"01003T","兆豐新光R1","5235","110235","21.15","21.15","21.00","21.00","0.0100","7"
"01004T","土銀富邦R2","18060","267231","14.35","14.99","14.35","14.97","0.5300","14"
"01007T","兆豐國泰R2","12000","210610","17.55","17.56","17.55","17.56","0.0000","5"
"01009T","王道圓滿R1","","","","","","","0.0000",""
"01010T","京城樂富R1","307000","3070150","10.00","10.04","9.99","10.04","0.0000","39"
"020000","富邦特選蘋果N","1000","6910","6.91","6.91","6.91","6.91","-0.1200","1"
"020002","元富新中國N","1000","12720","12.72","12.72","12.72","12.72","0.0900","1"
"020007","凱基臺灣500N","","","","","","","0.0000",""
"020011","統一微波高息20N","","","","","","","0.0000",""
"020012","富邦行動通訊N","","","","","","","0.0000",""
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","8000","143760","17.97","17.97","17.97","17.97","0.0000","2"
"020018","統一價值成長30N","1000","15640","15.64","15.64","15.64","15.64","-0.0700","1"
"020019","統一特選台灣5GN","","","","","","","0.0000",""
"02001L","富邦蘋果正二N","","","","","","","0.0000",""
"02001R","富邦蘋果反一N","1000","2850","2.85","2.85","2.85","2.85","0.0100","1"
"02001S","策元大加權策略N","16000","81180","5.07","5.09","5.07","5.09","0.0100","3"
"020020","元大台股領航N","57000","370140","6.53","6.53","6.48","6.53","0.0000","21"
"020022","元大電動車N","696000","4046260","5.80","5.85","5.80","5.84","0.0600","86"
"020028","元大特選電動車N","66000","370200","5.62","5.64","5.60","5.64","0.0600","18"
"020029","元大ESG高股息N","17000","82260","4.84","4.85","4.82","4.85","0.0100","8"
"020030","統一智慧電動車N","120000","490930","4.07","4.10","4.06","4.10","0.0100","11"
"020031","統一IC設計臺灣N","719000","2871420","3.95","4.03","3.92","4.03","0.0200","29"
"020032","元大綠能N","32000","166920","5.21","5.24","5.20","5.24","0.0100","10"
"020034","元大IC設計N","209000","1018820","4.89","4.92","4.82","4.92","-0.0100","43"
"020036","元大金融配息N","76000","376190","4.96","4.96","4.94","4.96","0.0000","33"
"020037","元大金融高股息N","70000","346840","4.96","4.96","4.94","4.96","0.0000","33"
"1101","台泥","34253534","1328494912","38.20","39.20","38.20","39.10","0.6000","16166"
"1101B","台泥乙特","34160","1675590","49.05","49.10","49.05","49.10","0.0500","20"
"1102","亞泥","4641353","203567525","44.00","44.00","43.70","43.95","0.0000","3086"
"1103","嘉泥","982780","19797400","20.00","20.40","20.00","20.15","0.2500","561"
"1104","環泥","3283588","90539014","27.15","27.85","27.15","27.80","0.6500","1585"
"1108","幸福","11103780","185748286","15.95","17.20","15.95","17.00","1.1000","4487"
"1109","信大","650166","11557268","17.70","17.90","17.65","17.85","0.2000","274"
"1110","東泥","227406","4174469","18.30","18.45","18.30","18.35","-0.0500","71"
"1201","味全","246510","4939785","20.00","20.10","19.95","20.05","0.1000","421"
"1203","味王","23737","912198","38.20","38.80","38.00","38.80","0.5500","381"
"1210","大成","1300350","66466891","50.80","51.50","50.60","51.30","0.4000","1106"
"1213","大飲","7999","57381","7.10","7.10","7.08","7.08","0.0000","6"
"1215","卜蜂","1115044","100436119","91.00","91.20","89.00","90.00","-0.6000","2652"
"1216","統一","9720906","716905227","73.00","74.00","73.00","73.90","0.9000","5613"
"1217","愛之味","452988","4975440","11.00","11.05","10.95","11.00","0.1000","353"
"1218","泰山","792361","23016222","28.90","29.20","28.85","29.20","0.0000","621"
"1219","福壽","1790614","38421718","21.50","21.75","21.20","21.75","0.0000","1046"
"1220","台榮","381407","6180778","16.30","16.40","16.10","16.25","-0.2000","260"
"1225","福懋油","36","2159","","","","","0.0000","4"
"1227","佳格","461721","18348258","39.60","40.10","39.50","40.05","0.5000","412"
"1229","聯華","2592128","155717340","59.90","61.10","58.80","61.10","0.9000","3258"
"1231","聯華食","2043527","181034236","87.60","90.70","85.20","90.70","0.2000","2773"
"1232","大統益","34906","5231956","149.50","150.50","149.50","150.00","0.5000","239"
"1233","天仁","10001","344383","33.95","34.75","33.95","34.50","0.5500","11"
"1234","黑松","216044","7792178","36.00","36.15","35.95","36.10","0.1000","155"
"1235","興泰","5384","383852","71.90","71.90","70.30","70.30","0.0000","21"
"1236","宏亞","39713","933506","23.50","23.60","23.45","23.50","0.0000","48"
"1256","鮮活果汁-KY","24096","7422367","305.00","311.00","304.50","306.00","6.0000","77"
"1301","台塑","8574730","796809195","92.00","93.60","92.00","93.60","1.6000","5774"
"1303","南亞","7117499","554152390","77.50","78.00","77.30","78.00","0.6000","4216"
"1304","台聚","1098475","27685308","24.95","25.55","24.90","25.55","0.4500","783"
"1305","華夏","1053115","26069738","24.75","25.10","24.60","25.00","0.1000","784"
"1307","三芳","117489","2454376","20.90","21.00","20.80","20.85","0.0000","67"
"1308","亞聚","1248806","34033631","27.20","27.50","27.10","27.30","0.0000","776"
"1309","台達化","386272","7902241","20.40","20.70","20.15","20.70","0.3500","377"
"1310","台苯","28578058","486344631","16.35","17.70","16.10","17.70","1.2000","11382"
"1312","國喬","3651248","73767002","20.30","20.40","20.00","20.25","-0.0500","1535"
"1312A","國喬特","5000","141500","28.30","28.30","28.30","28.30","0.0000","3"
"1313","聯成","996321","14844229","14.80","15.10","14.70","15.10","0.3000","581"
"1314","中石化","8338937","84316919","10.10","10.20","10.00","10.20","0.1000","2412"
"1315","達新","9555","667153","70.00","70.00","69.80","69.80","0.1000","25"
"1316","上曜","1316256","17267803","13.15","13.30","13.00","13.25","0.0000","641"
"1319","東陽","1866720","86791232","46.70","47.15","46.05","46.70","0.1500","1480"
"1321","大洋","122200","4171200","34.40","34.40","34.00","34.25","0.2500","79"
"1323","永裕","20111","662366","32.90","33.00","32.80","32.95","0.1000","18"
"1324","地球","43344","491782","11.30","11.40","11.25","11.40","0.0000","34"
"1325","恆大","247597","5843829","24.00","24.00","23.45","23.50","-0.2500","362"
"1326","台化","2945334","203658126","68.80","69.40","68.70","69.30","0.5000","1542"
"1337","再生-KY","201397","1428395","7.18","7.18","7.06","7.09","0.0000","235"
"1338","廣華-KY","57941","2530849","43.40","43.95","43.40","43.95","0.0500","63"
"1339","昭輝","51915","2223066","42.55","43.20","42.55","43.20","0.5000","62"
"1340","勝悅-KY","204149","2309032","11.30","11.40","11.15","11.40","0.1000","546"
"1341","富林-KY","6001","417269","69.60","69.60","69.40","69.50","0.0000","7"
"1342","八貫","1221083","167798536","139.50","140.00","135.00","138.00","-1.0000","1141"
"1402","遠東新","8326594","265012240","31.85","31.95","31.70","31.90","0.1500","3397"
"1409","新纖","2013630","35210680","17.45","17.55","17.40","17.55","0.0000","988"
"1410","南染","16055","611959","37.75","38.35","37.75","38.30","0.3500","17"
"1413","宏洲","39008","366135","9.48","9.48","9.33","9.45","-0.0300","26"
"1414","東和","51113","892077","17.55","17.55","17.40","17.50","0.0500","37"
"1416","廣豐","413662","4745626","11.40","11.75","11.30","11.40","0.0000","226"
"1417","嘉裕","535099","7434222","13.90","14.10","13.70","14.05","0.1500","329"
"1418","東華","33233","528451","16.00","16.00","15.80","15.90","0.1000","182"
"1419","新紡","69180","2802848","40.65","40.85","40.30","40.75","0.4000","50"
"1423","利華","36379","769511","21.10","21.20","21.10","21.15","0.0500","30"
"1432","大魯閣","242341","3620624","14.90","15.10","14.75","15.10","0.1000","327"
"1434","福懋","834854","23498013","28.15","28.20","28.05","28.10","0.0500","656"
"1436","華友聯","13572","774101","57.00","57.30","56.90","57.20","-0.1000","23"
"1437","勤益控","148120","4150242","27.90","28.20","27.85","28.15","0.1500","98"
"1438","三地開發","118131","3670567","31.30","31.35","30.90","31.00","-0.4000","116"
"1439","雋揚","46735","1043172","21.95","22.60","21.95","22.20","0.2500","57"
"1440","南紡","659287","11012357","16.65","16.80","16.60","16.80","0.1000","393"
"1441","大東","65611","527471","8.01","8.10","8.00","8.07","0.0400","227"
"1442","名軒","497737","15972942","31.95","32.30","31.90","32.15","0.2000","279"
"1443","立益物流","49722","1416454","28.10","28.80","28.10","28.60","-0.0500","40"
"1444","力麗","1878585","20251677","10.70","10.95","10.65","10.90","0.2500","757"
"1445","大宇","765656","15420078","20.05","20.45","19.80","20.05","0.0500","368"
"1446","宏和","43096","1346944","31.20","31.35","31.15","31.20","-0.1500","36"
"1447","力鵬","955608","7679112","7.97","8.09","7.97","8.07","0.0800","366"
"1449","佳和","177558","2630249","15.00","15.05","14.70","14.85","-0.2000","403"
"1451","年興","173900","3959177","22.70","22.95","22.70","22.90","0.1500","101"
"1452","宏益","57026","999354","17.55","17.60","17.50","17.55","0.0000","44"
"1453","大將","211699","3150462","14.80","15.00","14.70","15.00","0.1000","129"
"1454","台富","3180","42710","13.40","13.50","13.40","13.50","0.1500","9"
"1455","集盛","612041","6303836","10.40","10.40","10.25","10.30","-0.0500","330"
"1456","怡華","29007","450908","15.35","15.70","15.35","15.60","0.0000","16"
"1457","宜進","168111","3104707","18.50","18.60","18.40","18.50","0.0000","118"
"1459","聯發","46911","421716","9.00","9.00","8.95","9.00","0.0000","44"
"1460","宏遠","507556","3907470","7.65","7.74","7.65","7.74","0.0600","218"
"1463","強盛","57230","813935","14.20","14.30","14.20","14.20","0.0000","58"
"1464","得力","2027820","31173861","14.90","15.90","14.90","15.30","0.5500","992"
"1465","偉全","266538","3769663","14.05","14.20","14.05","14.20","0.1500","55"
"1466","聚隆","33188","385768","11.60","11.70","11.55","11.70","0.1000","32"
"1467","南緯","4447905","50778693","11.50","11.60","11.25","11.50","0.0500","700"
"1468","昶和","84100","1153280","13.65","14.05","13.60","13.60","-0.3500","54"
"1470","大統新創","15507","312906","18.80","19.20","18.80","19.10","0.3000","30"
"1471","首利","5395773","51128866","9.09","9.74","8.88","9.74","0.8800","2236"
"1472","三洋實業","4700","125690","25.20","27.00","25.20","27.00","0.9000","9"
"1473","台南","109621","2454163","22.45","22.55","22.20","22.55","0.1000","79"
"1474","弘裕","87825","1096949","12.55","12.55","12.45","12.55","0.0000","41"
"1475","業旺","160228","8039943","49.00","51.30","49.00","51.30","1.3000","90"
"1476","儒鴻","417241","202657834","479.00","489.50","479.00","488.50","11.0000","589"
"1477","聚陽","1284539","285706342","217.00","225.00","216.00","225.00","8.0000","1793"
"1503","士電","23189260","2238554765","93.20","102.00","91.20","98.00","4.0000","16374"
"1504","東元","19794909","849709324","42.65","43.25","42.35","43.25","0.2000","8663"
"1506","正道","470748","9505124","20.35","20.35","20.00","20.35","-0.2500","217"
"1512","瑞利","44906","593847","13.15","13.50","13.15","13.50","0.3500","199"
"1513","中興電","10997116","1127659818","102.50","104.00","101.00","103.00","0.5000","7083"
"1514","亞力","5017337","238911481","48.00","48.40","46.75","47.80","-0.3500","3442"
"1515","力山","341900","9668924","28.20","28.75","28.05","28.65","0.3500","237"
"1516","川飛","308428","6244417","20.20","20.35","20.00","20.30","-0.0500","109"
"1517","利奇","479971","9045893","19.00","19.00","18.75","18.95","-0.0500","571"
"1519","華城","13783852","1277559594","93.80","94.40","90.90","92.30","-1.4000","8911"
"1521","大億","26004","978753","37.45","38.15","37.45","38.15","0.1000","26"
"1522","堤維西","902038","25682464","28.25","28.70","28.25","28.65","0.1500","536"
"1522A","堤維西甲特","1100","50160","45.60","45.60","45.60","45.60","0.1000","2"
"1524","耿鼎","2310656","53421482","23.35","23.55","22.75","23.30","-0.1000","1273"
"1525","江申","36500","2462263","66.80","67.90","66.80","67.80","0.5000","45"
"1526","日馳","171776","6817128","39.80","40.00","39.50","39.80","0.0000","174"
"1527","鑽全","222621","9182384","41.10","41.70","41.05","41.60","0.3000","218"
"1528","恩德","1410569","16447358","11.80","11.80","11.50","11.75","0.0500","511"
"1529","樂事綠能","2056016","80836784","39.50","40.00","38.40","39.75","0.6500","1320"
"1530","亞崴","10579","344228","32.55","32.80","32.20","32.65","0.1500","27"
"1531","高林股","125340","1781890","14.35","14.35","14.10","14.35","0.0000","106"
"1532","勤美","407328","13903771","33.90","34.55","33.85","34.40","0.5000","238"
"1533","車王電","1512762","84106123","51.80","57.20","51.60","57.20","5.2000","972"
"1535","中宇","116266","6098233","52.50","53.00","52.10","53.00","-0.1000","108"
"1536","和大","1342571","91603547","69.00","69.10","67.60","68.80","-0.2000","1243"
"1537","廣隆","67861","9692743","142.50","143.50","142.00","143.50","1.0000","81"
"1538","正峰","19280","186057","9.69","9.69","9.60","9.60","-0.1900","11"
"1539","巨庭","329040","9233319","28.10","28.50","27.55","28.50","0.3500","228"
"1540","喬福","122243","2008503","16.45","16.45","16.40","16.45","-0.0500","214"
"1541","錩泰","8003","268802","33.35","34.25","33.35","34.25","0.1000","9"
"1558","伸興","35014","3906607","111.00","112.00","111.00","112.00","1.0000","96"
"1560","中砂","2777766","296741483","108.00","109.00","105.50","108.00","-1.5000","2054"
"1568","倉佑","171300","3925800","23.00","23.20","22.65","23.10","0.3000","125"
"1582","信錦","87072","5160660","59.80","59.80","59.00","59.60","0.2000","141"
"1583","程泰","4000","264000","65.70","66.90","65.70","66.90","1.2000","3"
"1587","吉茂","34070","773008","22.70","22.70","22.65","22.70","0.0000","30"
"1589","永冠-KY","1529296","114955477","75.50","76.30","73.50","76.10","0.8000","1186"
"1590","亞德客-KY","1526973","1570279105","998.00","1050.00","995.00","1030.00","-50.0000","1370"
"1597","直得","62167","4633100","74.70","75.40","74.00","74.80","0.1000","95"
"1598","岱宇","148417","6109424","40.85","41.80","40.70","41.50","0.3500","118"
"1603","華電","397836","10444135","26.05","26.45","26.05","26.45","0.3000","189"
"1604","聲寶","1391739","38705347","27.70","27.95","27.70","27.90","0.2000","1134"
"1605","華新","26305712","1271445021","48.55","48.75","47.80","48.75","0.1500","13348"
"1608","華榮","883773","14237817","16.15","16.35","15.90","16.35","0.2500","475"
"1609","大亞","11157989","300597843","27.05","27.20","26.65","27.10","-0.2000","4887"
"1611","中電","6280570","112480540","17.50","18.25","17.40","17.70","0.2000","3247"
