證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"00689R","國泰20年美債反1","28000","522820","18.69","18.69","18.67","18.69","-0.0300","4"
"00690","兆豐藍籌30","232660","6481455","27.92","27.97","27.80","27.85","0.0600","874"
"00692","富邦公司治理","1729210","52437457","30.30","30.44","30.26","30.30","0.0600","1150"
"00693U","期街口S&P黃豆","62200","1631717","26.29","26.29","26.21","26.21","-0.1100","22"
"00700","富邦恒生國企","1079332","14455977","13.14","13.45","13.14","13.32","0.2500","1213"
"00701","國泰股利精選30","755966","17274119","22.75","22.92","22.75","22.81","0.0900","589"
"00702","國泰標普低波高息","106846","2181476","20.42","20.43","20.40","20.43","0.0900","737"
"00703","台新MSCI中國","62498","1033030","16.38","16.64","16.38","16.48","0.1800","28"
"00706L","期元大S&P日圓正2","1726000","17023310","9.84","9.91","9.83","9.88","-0.0500","285"
"00707R","期元大S&P日圓反1","1000","24010","24.01","24.01","24.01","24.01","0.0800","1"
"00708L","期元大S&P黃金正2","2234452","63062372","28.20","28.29","28.18","28.18","0.4600","249"
"00709","富邦歐洲","45721","1113835","24.34","24.38","24.34","24.35","0.3500","942"
"00710B","復華彭博非投等債","635875","11131355","17.45","17.53","17.45","17.51","0.0600","109"
"00711B","復華彭博新興債","105812","1684786","15.90","15.93","15.90","15.93","0.0200","789"
"00712","復華富時不動產","16341705","158445801","9.73","9.73","9.68","9.69","-0.0300","6212"
"00713","元大台灣高息低波","7843041","314952344","40.13","40.23","40.10","40.12","0.1300","4168"
"00714","群益道瓊美國地產","596146","10712328","17.91","18.00","17.91","17.99","0.2300","288"
"00715L","期街口布蘭特正2","81278985","1059438688","13.06","13.10","12.95","12.97","0.2900","6405"
"00717","富邦美國特別股","140518","2008668","14.27","14.31","14.27","14.30","0.0600","134"
"00728","第一金工業30","395376","9451036","23.78","23.98","23.78","23.86","0.1200","491"
"00730","富邦臺灣優質高息","201146","3806072","18.85","18.95","18.85","18.91","0.1000","176"
"00731","復華富時高息低波","1062126","60069430","56.55","56.70","56.45","56.50","0.1000","149"
"00732","國泰RMB短期報酬","3100","126470","40.79","40.79","40.79","40.79","0.0800","2"
"00733","富邦臺灣中小","101680","3719295","36.49","36.65","36.49","36.59","0.0800","161"
"00735","國泰臺韓科技","102263","2770344","27.10","27.17","27.10","27.17","0.2200","966"
"00736","國泰新興市場","101955","1983638","19.46","19.49","19.46","19.49","0.2700","948"
"00737","國泰AI+Robo","240410","6616014","27.50","27.54","27.50","27.52","0.3700","830"
"00738U","期元大道瓊白銀","925740","21827655","23.54","23.65","23.52","23.57","0.5000","291"
"00739","元大MSCI A股","67208","1587221","23.36","23.84","23.36","23.59","0.2900","889"
"00752","中信中國50","4104325","79088796","19.21","19.41","19.15","19.21","0.2200","1187"
"00753L","中信中國50正2","25237760","292754110","11.48","11.73","11.45","11.50","0.3400","4032"
"00757","統一FANG+","1188538","52824479","44.35","44.50","44.32","44.43","0.6200","918"
"00762","元大全球AI","192647","7067546","36.62","36.73","36.62","36.69","0.4900","209"
"00763U","期街口道瓊銅","70000","1814090","25.90","26.03","25.74","25.74","-0.0600","28"
"00770","國泰北美科技","441862","12740146","28.78","28.86","28.78","28.83","0.3200","1309"
"00771","元大US高息特別股","21673","341443","15.77","15.80","15.77","15.80","0.0400","816"
"00775B","新光投等債15+","52835","1771262","33.53","33.66","33.53","33.66","0.1200","823"
"00783","富邦中証500","311168","6661741","21.39","21.46","21.38","21.46","0.2600","15"
"00830","國泰費城半導體","9157309","259570638","28.35","28.39","28.31","28.31","0.4600","3264"
"00850","元大臺灣ESG永續","619438","19552717","31.41","31.65","31.40","31.46","0.0700","394"
"00851","台新全球AI","35209","952566","27.06","27.11","27.05","27.10","0.4500","920"
"00852L","國泰美國道瓊正2","1062540","19544814","18.40","18.41","18.36","18.36","0.1500","207"
"00861","元大全球未來通訊","378490","10878214","28.70","28.79","28.69","28.70","0.2300","367"
"00865B","國泰US短期公債","134994","5438550","40.25","40.31","40.24","40.30","-0.0500","1000"
"00875","國泰網路資安","287979","7314275","25.43","25.44","25.37","25.37","0.1500","98"
"00876","元大全球5G","1343661","37909856","28.18","28.26","28.13","28.22","0.5000","653"
"00878","國泰永續高股息","72849897","1264437100","17.27","17.40","17.27","17.34","0.0900","19094"
"00881","國泰台灣5G+","8500678","131045876","15.33","15.46","15.33","15.38","0.0600","3004"
"00882","中信中國高股息","16063180","191927714","11.88","11.98","11.88","11.95","0.1000","4153"
"00885","富邦越南","14519163","165098515","11.37","11.40","11.33","11.38","0.0100","2680"
"00891","中信關鍵半導體","6505246","87681440","13.42","13.52","13.42","13.46","0.1000","2051"
"00892","富邦台灣半導體","1505134","18411797","12.21","12.27","12.18","12.21","0.0400","542"
"00893","國泰智能電動車","26132357","372736372","14.24","14.28","14.24","14.26","0.2600","6188"
"00894","中信小資高價30","1501642","20919705","13.87","13.98","13.87","13.92","0.0600","314"
"00895","富邦未來車","5214793","79005322","15.15","15.17","15.13","15.15","0.2000","1413"
"00896","中信綠能及電動車","1824832","26653914","14.57","14.65","14.55","14.55","0.0100","569"
"00897","富邦基因免疫生技","1792619","13299838","7.44","7.44","7.40","7.41","-0.0600","282"
"00898","國泰基因免疫革命","306610","2178811","7.11","7.12","7.10","7.10","-0.0300","160"
"00899","FT潔淨能源","262909","5768474","21.89","21.99","21.89","21.91","0.3100","191"
"00900","富邦特選高股息30","7317548","85812377","11.68","11.78","11.68","11.71","0.0600","2073"
"00901","永豐智能車供應鏈","676960","8959995","13.19","13.29","13.18","13.18","0.0100","250"
"00902","中信電池及儲能","7300173","91610419","12.50","12.62","12.48","12.55","0.1100","1546"
"00903","富邦元宇宙","3061565","30463735","9.97","9.98","9.93","9.94","0.0700","614"
"00904","新光臺灣半導體30","607947","7714748","12.62","12.74","12.62","12.67","0.0700","210"
"00905","FT臺灣Smart","2842369","25996517","9.11","9.17","9.11","9.12","0.0200","679"
"00906","大華元宇宙科技50","26752","287341","10.68","10.77","10.68","10.77","0.0900","11"
"00907","永豐優息存股","943405","13680882","14.47","14.55","14.47","14.49","0.0600","415"
"00908","富邦入息REITs+","1935582","23215261","11.97","12.03","11.94","12.02","0.1700","342"
"00909","國泰數位支付服務","928995","15669811","16.78","16.89","16.78","16.88","0.2000","170"
"00910","第一金太空衛星","177144","2740887","15.47","15.49","15.46","15.46","0.2000","154"
"00911","兆豐洲際半導體","222308","3983443","17.90","17.94","17.89","17.90","0.2900","20"
"00912","中信臺灣智慧50","717098","10813554","15.04","15.16","15.04","15.05","0.0600","273"
"00913","兆豐台灣晶圓製造","131000","2237360","17.04","17.11","17.04","17.07","0.1700","22"
"00915","凱基優選高股息30","556091","9113805","16.36","16.43","16.35","16.35","0.0300","272"
"00916","國泰全球品牌50","1393205","21859844","15.67","15.71","15.67","15.69","0.1100","393"
"00917","中信特選金融","931050","13555089","14.56","14.57","14.54","14.55","0.0300","184"
"00918","大華優利高填息30","171930","2929092","16.96","17.09","16.96","17.01","0.0900","80"
"00919","群益台灣精選高息","1089107","20599051","18.84","18.98","18.84","18.91","0.1200","852"
"00920","富邦ESG綠色電力","341458","5704787","16.67","16.78","16.67","16.72","0.2800","119"
"00921","兆豐龍頭等權重","179954","2838873","15.74","15.85","15.73","15.77","0.0300","141"
"00922","國泰台灣領袖50","10776601","161616280","14.99","15.03","14.96","14.96","0.0200","2737"
"00923","群益台灣ESG低碳","6718096","101769543","15.10","15.19","15.10","15.12","0.0500","1464"
"01001T","土銀富邦R1","16000","249640","15.60","15.61","15.59","15.61","0.1100","4"
"01002T","土銀國泰R1","4000","70180","17.55","17.56","17.53","17.56","0.0000","4"
"01003T","兆豐新光R1","114000","2396760","21.00","21.08","20.86","21.04","0.0400","61"
"01004T","土銀富邦R2","2000","29880","14.94","14.94","14.94","14.94","0.0600","1"
"01007T","兆豐國泰R2","9000","157450","17.45","17.60","17.45","17.60","0.1500","6"
"01009T","王道圓滿R1","16000","134590","8.40","8.42","8.40","8.42","-0.1600","3"
"01010T","京城樂富R1","7024","70360","10.01","10.06","10.01","10.06","0.0000","4"
"020000","富邦特選蘋果N","6000","43440","7.24","7.24","7.24","7.24","0.0300","3"
"020002","元富新中國N","1000","13520","13.52","13.52","13.52","13.52","0.0000","1"
"020007","凱基臺灣500N","","","","","","","0.0000",""
"020011","統一微波高息20N","1000","7330","7.33","7.33","7.33","7.33","0.0400","1"
"020012","富邦行動通訊N","21000","150150","7.15","7.15","7.15","7.15","0.0000","3"
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","","","","","","","0.0000",""
"020018","統一價值成長30N","","","","","","","0.0000",""
"020019","統一特選台灣5GN","5000","65810","13.13","13.19","13.13","13.19","0.1100","4"
"02001L","富邦蘋果正二N","74000","781220","10.67","10.69","10.54","10.56","0.0700","6"
"02001R","富邦蘋果反一N","8000","21710","2.71","2.72","2.71","2.72","0.0000","3"
"02001S","策元大加權策略N","5000","26090","5.22","5.22","5.21","5.22","0.0000","4"
"020020","元大台股領航N","258000","1772470","6.88","6.90","6.86","6.86","0.0200","21"
"020022","元大電動車N","2071000","12121740","5.83","5.87","5.82","5.84","0.0100","147"
"020028","元大特選電動車N","153000","860670","5.65","5.66","5.61","5.63","0.0100","47"
"020029","元大ESG高股息N","751000","3803810","5.04","5.07","5.04","5.06","0.0400","116"
"020030","統一智慧電動車N","125000","538580","4.29","4.33","4.29","4.31","0.0200","14"
"020031","統一IC設計臺灣N","139000","599020","4.28","4.33","4.28","4.32","0.0400","16"
"020032","元大綠能N","20000","105740","5.30","5.30","5.27","5.27","-0.0200","12"
"020034","元大IC設計N","431000","2325480","5.35","5.42","5.35","5.41","0.0800","26"
"1101","台泥","11099743","404695707","36.20","36.60","36.10","36.40","0.2000","5198"
"1101B","台泥乙特","83457","4070353","48.80","48.80","48.75","48.80","0.0000","23"
"1102","亞泥","3750929","162446792","43.20","43.40","43.10","43.30","0.1000","1823"
"1103","嘉泥","175654","3325124","18.95","19.00","18.80","18.95","0.0000","122"
"1104","環泥","1877032","49496641","26.15","26.55","26.10","26.50","0.4000","914"
"1108","幸福","1412946","19979826","14.20","14.25","14.00","14.15","-0.0500","705"
"1109","信大","224518","3826959","17.10","17.10","17.00","17.05","0.0000","111"
"1110","東泥","24334","428460","17.60","17.65","17.55","17.55","-0.0500","27"
"1201","味全","237342","4744794","19.95","20.05","19.95","20.00","0.0500","262"
"1203","味王","27109","1046828","38.60","38.75","38.50","38.75","0.1500","75"
"1210","大成","2343583","119020650","50.30","51.10","50.10","51.10","0.8000","1844"
"1213","大飲","36019","253389","6.96","7.00","6.96","7.00","0.0000","15"
"1215","卜蜂","413702","34285380","82.70","83.30","82.30","83.10","0.4000","657"
"1216","統一","6929275","498991401","72.00","72.20","71.90","71.90","-0.1000","2872"
"1217","愛之味","826879","9586666","11.65","11.65","11.55","11.60","0.0000","1184"
"1218","泰山","1228189","35350695","28.65","29.00","28.65","28.90","0.1000","703"
"1219","福壽","1422332","30320870","21.20","21.60","21.05","21.50","0.3000","673"
"1220","台榮","624543","10203589","16.25","16.45","16.20","16.35","0.1500","688"
"1225","福懋油","105103","6200583","58.80","59.00","58.80","59.00","0.2000","11"
"1227","佳格","195498","7957651","40.90","40.90","40.55","40.85","0.3000","226"
"1229","聯華","2355546","130540835","56.10","56.20","54.50","56.00","0.3000","1584"
"1231","聯華食","265958","23762249","88.50","89.90","88.40","89.90","1.5000","394"
"1232","大統益","100780","14929999","147.50","149.00","147.00","148.50","1.0000","169"
"1233","天仁","16143","554612","34.00","34.65","34.00","34.20","0.2000","19"
"1234","黑松","114230","4100980","35.75","36.00","35.75","35.90","0.1500","109"
"1235","興泰","7658","535077","70.00","70.20","70.00","70.00","0.5000","16"
"1236","宏亞","173712","4187481","24.05","24.25","24.05","24.25","0.2000","36"
"1256","鮮活果汁-KY","3377","1126230","333.00","333.00","332.50","332.50","0.0000","62"
"1301","台塑","4734338","436230026","92.30","92.60","91.80","91.80","-0.6000","3477"
"1303","南亞","5377207","417851979","78.00","78.10","77.40","77.50","-0.5000","3967"
"1304","台聚","1906104","50728751","26.70","26.80","26.50","26.50","0.0500","1213"
"1305","華夏","1158849","30425172","26.05","26.40","26.00","26.30","0.2500","794"
"1307","三芳","65092","1365367","21.05","21.05","20.95","20.95","0.0000","47"
"1308","亞聚","525065","15185705","28.95","29.00","28.85","28.85","0.0000","411"
"1309","台達化","663976","14116564","21.35","21.40","21.15","21.20","-0.0500","296"
"1310","台苯","198801","2756993","13.95","13.95","13.80","13.85","-0.0500","368"
"1312","國喬","2572698","51309692","19.85","20.00","19.80","20.00","0.2000","1052"
"1312A","國喬特","","","","","","","0.0000",""
"1313","聯成","1003837","14477624","14.45","14.50","14.35","14.40","0.0000","374"
"1314","中石化","5715354","56412956","9.90","9.90","9.85","9.85","-0.0200","1933"
"1315","達新","17291","1231612","71.00","71.40","71.00","71.20","-0.1000","23"
"1316","上曜","1140951","15062910","13.25","13.30","13.15","13.20","-0.0500","469"
"1319","東陽","2535892","117539727","46.55","46.55","46.20","46.20","-0.3500","1568"
"1321","大洋","94150","3484600","37.00","37.20","36.95","37.10","0.1500","63"
"1323","永裕","62302","2061319","33.10","33.20","32.95","33.20","0.1500","46"
"1324","地球","5113","57768","11.30","11.35","11.20","11.35","0.1000","15"
"1325","恆大","77760","1845151","23.75","23.85","23.60","23.65","-0.1000","88"
"1326","台化","2448676","169767944","69.40","69.80","69.00","69.10","-0.3000","1269"
"1337","再生-KY","106722","746425","7.02","7.04","6.97","6.98","0.0000","177"
"1338","廣華-KY","87026","3962957","45.80","45.80","45.40","45.45","-0.1500","128"
"1339","昭輝","247364","11379377","46.30","46.50","45.60","45.90","-0.4000","329"
"1340","勝悅-KY","77360","823422","10.65","10.70","10.60","10.60","-0.0500","534"
"1341","富林-KY","10005","697752","70.80","70.80","69.30","70.00","-0.3000","12"
"1342","八貫","749360","115737541","154.50","155.50","153.50","155.00","1.5000","932"
"1402","遠東新","5400589","169475034","31.35","31.50","31.30","31.30","0.0000","2374"
"1409","新纖","1682247","30268876","18.00","18.05","17.90","18.00","0.0000","529"
"1410","南染","48011","1853825","38.65","38.75","38.45","38.70","0.1000","35"
"1413","宏洲","47193","450101","9.54","9.54","9.50","9.54","0.0000","16"
"1414","東和","78506","1396316","17.75","17.85","17.70","17.85","0.0000","115"
"1416","廣豐","160811","1744228","10.90","10.90","10.80","10.90","0.1000","167"
"1417","嘉裕","266905","3556267","13.30","13.40","13.25","13.30","0.0000","212"
"1418","東華","20109","286771","14.10","14.15","14.10","14.15","0.0000","36"
"1419","新紡","97075","4021846","41.50","41.55","41.35","41.40","-0.0500","47"
"1423","利華","94219","1957342","20.75","20.80","20.75","20.75","0.0000","60"
"1432","大魯閣","357491","5892123","16.45","16.60","16.40","16.50","0.2000","580"
"1434","福懋","1375716","38792281","28.15","28.30","28.10","28.10","-0.0500","647"
"1435","中福","95968","2819042","30.00","30.00","28.90","29.95","-2.1500","128"
"1436","華友聯","30086","1696116","56.60","56.60","56.20","56.50","-0.2000","29"
"1437","勤益控","347769","9861830","28.20","28.55","28.20","28.45","0.2500","240"
"1438","三地開發","155439","4987070","32.35","32.45","32.00","32.10","-0.2000","94"
"1439","雋揚","8000","180200","22.55","22.65","22.40","22.60","0.0500","8"
"1440","南紡","795477","13424135","16.80","16.95","16.80","16.85","0.0500","345"
"1441","大東","32228","260341","8.08","8.08","8.04","8.08","0.0000","145"
"1442","名軒","676608","21834428","32.20","32.45","32.10","32.40","0.5000","285"
"1443","立益物流","31105","910915","29.20","29.40","29.20","29.30","0.1500","52"
"1444","力麗","801775","8277430","10.30","10.40","10.30","10.35","0.0500","336"
"1445","大宇","158866","2598115","16.30","16.40","16.25","16.40","0.1500","63"
"1446","宏和","52090","1646801","31.60","31.85","31.45","31.45","0.0500","39"
"1447","力鵬","483468","3851023","7.95","8.00","7.94","7.97","0.0400","209"
"1449","佳和","49851","755304","15.15","15.25","15.10","15.25","0.0500","65"
"1451","年興","125345","2882263","23.00","23.05","22.90","23.05","0.0500","99"
"1452","宏益","98299","1755322","17.85","17.90","17.75","17.90","0.0500","101"
"1453","大將","1033705","17273522","16.25","17.10","16.20","16.45","0.3000","637"
"1454","台富","222843","2930409","12.65","13.50","12.65","13.15","0.5000","158"
"1455","集盛","431839","4646866","10.80","10.85","10.70","10.75","0.0000","189"
"1456","怡華","16000","241600","15.10","15.10","15.10","15.10","0.0000","13"
"1457","宜進","133958","2517531","18.75","18.85","18.75","18.80","0.0500","80"
"1459","聯發","24163","214303","8.86","8.90","8.85","8.85","-0.0100","47"
"1460","宏遠","778209","5923136","7.59","7.64","7.56","7.64","0.0600","249"
"1463","強盛","74357","1062067","14.30","14.35","14.25","14.25","0.0000","118"
"1464","得力","378158","5616021","14.80","14.95","14.75","14.90","0.1000","256"
"1465","偉全","241323","3457553","14.20","14.35","14.20","14.35","0.0500","61"
"1466","聚隆","20004","232944","11.65","11.65","11.60","11.65","0.0000","16"
"1467","南緯","957785","11106717","11.65","11.70","11.55","11.60","-0.0500","165"
"1468","昶和","46050","713270","15.40","15.70","15.35","15.60","0.2500","40"
"1470","大統新創","12840","240119","19.00","19.05","19.00","19.05","-0.1000","22"
"1471","首利","1405352","11020134","7.98","7.98","7.75","7.88","-0.1800","653"
"1472","三洋實業","7016","233924","33.45","33.45","33.20","33.25","0.3500","10"
"1473","台南","277958","6670001","24.35","24.40","23.80","24.40","0.2500","190"
"1474","弘裕","90139","1109116","12.30","12.35","12.25","12.35","0.0500","191"
"1475","業旺","90021","5068276","56.10","56.90","55.80","56.70","0.6000","63"
"1476","儒鴻","924508","458481636","490.50","498.00","490.50","495.00","-2.0000","939"
"1477","聚陽","1971816","430295635","221.50","222.00","216.00","216.00","-5.5000","1880"
"1503","士電","957149","76882701","81.10","81.20","79.90","80.00","-1.0000","1022"
"1504","東元","34713982","1455517472","42.70","42.75","41.30","42.50","-0.2000","15533"
"1506","正道","199465","4156114","20.75","21.00","20.75","21.00","0.2500","118"
"1512","瑞利","46956","629756","13.50","13.50","13.40","13.40","-0.1000","65"
"1513","中興電","13165144","1247079959","96.30","96.40","94.30","94.60","-1.4000","9057"
"1514","亞力","1944115","74067194","38.55","38.55","38.00","38.05","-0.5000","1449"
"1515","力山","177973","5170490","29.00","29.20","28.95","29.05","0.1000","144"
"1516","川飛","77583","1582894","20.35","20.50","20.35","20.50","0.1500","184"
"1517","利奇","230237","4549206","19.75","19.80","19.70","19.75","0.0000","233"
"1519","華城","3449518","239435837","70.10","70.20","68.70","69.30","-0.8000","2690"
"1521","大億","45567","1774647","38.70","39.00","38.70","39.00","0.1500","570"
"1522","堤維西","1948916","58713928","30.45","30.45","29.85","30.00","0.0500","1241"
"1522A","堤維西甲特","4000","181100","45.25","45.30","45.25","45.30","0.0000","4"
"1524","耿鼎","3885032","101314306","26.25","26.35","25.85","26.05","-0.1000","1859"
"1525","江申","65115","4174952","65.00","65.00","63.60","63.60","-1.4000","52"
"1526","日馳","107324","4471277","41.55","41.80","41.45","41.60","0.0000","140"
"1527","鑽全","155658","6695958","43.00","43.15","42.90","43.05","0.2500","451"
"1528","恩德","735745","8133988","11.05","11.15","11.00","11.00","0.0500","386"
"1529","樂事綠能","2801511","78240702","28.00","28.15","27.55","28.10","0.3500","1598"
"1530","亞崴","19020","614395","32.00","32.45","32.00","32.40","0.3500","13"
"1531","高林股","165673","2410952","14.55","14.60","14.50","14.55","0.0500","75"
"1532","勤美","752491","26518012","35.15","35.50","35.05","35.50","0.4000","526"
"1533","車王電","112177","5720267","51.20","51.50","50.80","50.80","-0.3000","115"
"1535","中宇","55552","2718165","48.75","49.10","48.75","48.90","-0.0500","66"
"1536","和大","483218","34782939","72.20","72.40","71.80","71.90","-0.2000","610"
"1537","廣隆","53817","7692283","144.00","144.00","142.50","143.00","0.0000","89"
"1538","正峰","30355","284121","9.49","9.60","9.10","9.10","-0.1200","34"
"1539","巨庭","901148","29073268","32.70","32.75","31.95","32.05","-0.1500","630"
"1540","喬福","254655","4263155","16.75","16.85","16.65","16.80","0.0500","132"
"1541","錩泰","35022","1188895","33.95","34.25","33.75","33.80","-0.1500","29"
"1558","伸興","112009","12681869","112.50","114.00","112.00","113.50","1.0000","145"
"1560","中砂","2119820","249998458","118.50","119.00","117.00","118.50","1.0000","1719"
"1568","倉佑","384456","9422994","24.25","24.80","24.20","24.50","0.4500","235"
"1582","信錦","73697","4406053","60.00","60.00","59.60","59.80","-0.1000","105"
"1583","程泰","25000","1696700","68.50","68.50","67.20","67.70","-0.2000","18"
"1587","吉茂","101755","2335557","23.20","23.20","22.85","23.00","-0.1000","91"
"1589","永冠-KY","2171167","169645137","79.50","79.90","77.30","78.30","-1.0000","1672"
"1590","亞德客-KY","619844","741709745","1205.00","1220.00","1180.00","1185.00","-20.0000","665"
"1597","直得","54625","4241904","77.70","78.00","77.30","77.80","0.0000","67"
"1598","岱宇","119197","5351545","45.10","45.25","44.75","44.90","-0.0500","111"
"1603","華電","765433","21032852","27.75","27.75","27.25","27.25","-0.2500","402"
"1604","聲寶","163630","4493217","27.40","27.55","27.35","27.50","0.1000","224"
"1605","華新","54518499","2679260641","50.20","50.30","48.65","48.75","-1.1000","28901"
"1608","華榮","447716","6607359","14.70","14.80","14.70","14.75","0.1000","180"
"1609","大亞","13393042","347504149","26.30","26.30","25.80","25.85","-0.3000","5775"
"1611","中電","12480529","204854814","15.45","16.80","15.45","16.70","1.2000","5517"
"1612","宏泰","682344","13495208","20.00","20.00","19.65","19.75","-0.1000","483"
