證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"00662","富邦NASDAQ","452000","23132350","51.30","51.30","51.10","51.20","-0.1500","317"
"00663L","國泰臺灣加權正2","9000","973450","108.60","108.60","108.00","108.20","0.5500","6"
"00664R","國泰臺灣加權反1","2505000","14749210","5.89","5.90","5.86","5.89","-0.0200","212"
"00665L","富邦恒生國企正2","9394000","81462290","8.64","8.72","8.61","8.69","0.1100","1151"
"00666R","富邦恒生國企反1","82000","1162830","14.10","14.20","14.10","14.13","-0.1200","8"
"00668","國泰美國道瓊","12000","444770","37.05","37.10","37.03","37.08","0.0400","10"
"00668K","國泰美國道瓊+U","200","2434","12.17","12.17","12.17","12.17","0.0200","2"
"00669R","國泰美國道瓊反1","5028000","40055580","7.97","7.97","7.96","7.97","-0.0300","340"
"00670L","富邦NASDAQ正2","809000","53473850","66.10","66.20","66.00","66.00","-0.2000","296"
"00671R","富邦NASDAQ反1","15770000","88131270","5.58","5.60","5.58","5.60","0.0200","289"
"00673R","期元大S&P原油反1","43973000","367083130","8.34","8.37","8.32","8.36","-0.1100","4127"
"00674R","期元大S&P黃金反1","913000","10872770","11.90","11.94","11.87","11.93","0.0300","202"
"00675L","富邦臺灣加權正2","532000","25181940","47.35","47.63","47.05","47.30","0.2700","237"
"00676R","富邦臺灣加權反1","3263000","10572650","3.23","3.25","3.22","3.24","0.0000","157"
"00678","群益NBI生技","376000","9650010","25.64","25.70","25.64","25.68","0.0400","20"
"00680L","元大美債20正2","13021000","161523610","12.38","12.44","12.35","12.43","-0.0900","1895"
"00681R","元大美債20反1","189000","3308510","17.53","17.53","17.50","17.50","0.0600","33"
"00682U","期元大美元指數","62000","1258230","20.27","20.33","20.27","20.31","0.0200","20"
"00683L","期元大美元指正2","1278000","26970340","21.11","21.15","21.03","21.14","0.1400","164"
"00684R","期元大美元指反1","14000","227090","16.22","16.23","16.22","16.22","0.0200","6"
"00685L","群益臺灣加權正2","60000","2514370","42.03","42.12","41.69","41.95","0.3000","27"
"00686R","群益臺灣加權反1","692000","2428200","3.51","3.51","3.50","3.51","-0.0100","16"
"00688L","國泰20年美債正2","2021000","24891090","12.33","12.34","12.26","12.34","-0.0900","284"
"00689R","國泰20年美債反1","10000","181600","18.16","18.16","18.16","18.16","0.0700","1"
"00690","兆豐藍籌30","174000","4835160","27.94","27.94","27.66","27.79","0.1600","86"
"00692","富邦公司治理","1251000","37764770","30.20","30.28","30.14","30.20","0.0200","496"
"00693U","期街口S&P黃豆","50000","1332940","26.60","26.70","26.60","26.67","0.0700","16"
"00700","富邦恒生國企","350000","4596240","13.21","13.21","13.05","13.15","0.0300","16"
"00701","國泰股利精選30","730000","16680100","22.80","22.89","22.80","22.88","0.1000","284"
"00702","國泰標普低波高息","101000","2090720","20.70","20.72","20.70","20.72","0.0200","11"
"00703","台新MSCI中國","10000","164560","16.55","16.55","16.40","16.46","-0.0900","9"
"00706L","期元大S&P日圓正2","3393000","33594150","9.93","9.93","9.88","9.90","-0.1500","455"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
"00708L","期元大S&P黃金正2","1075000","30731920","28.66","28.71","28.41","28.49","-0.4200","289"
"00709","富邦歐洲","49000","1203700","24.55","24.59","24.55","24.55","-0.1300","10"
"00710B","復華彭博非投等債","133000","2338180","17.62","17.62","17.57","17.57","-0.0500","74"
"00711B","復華彭博新興債","106000","1724660","16.32","16.32","16.26","16.27","-0.0300","7"
"00712","復華富時不動產","13354000","126688600","9.50","9.59","9.42","9.48","-0.0600","5159"
"00713","元大台灣高息低波","6711000","270413790","40.22","40.44","40.20","40.42","0.2000","2706"
"00714","群益道瓊美國地產","447000","8145820","18.21","18.24","18.19","18.24","0.0100","111"
"00715L","期街口布蘭特正2","59851000","908495460","15.18","15.22","15.11","15.17","0.2800","4948"
"00717","富邦美國特別股","202000","2931870","14.50","14.52","14.50","14.52","0.0200","76"
"00728","第一金工業30","298000","7041990","23.64","23.73","23.58","23.61","-0.0200","73"
"00730","富邦臺灣優質高息","157000","2949970","18.84","18.90","18.74","18.80","-0.0400","97"
"00731","復華富時高息低波","1053000","59654900","56.80","56.80","56.50","56.65","0.1000","31"
"00732","國泰RMB短期報酬","","","","","","","0.0000",""
"00733","富邦臺灣中小","250000","9185120","36.56","36.86","36.56","36.73","0.1700","69"
"00735","國泰臺韓科技","156000","4219670","27.03","27.07","27.03","27.04","0.1800","11"
"00736","國泰新興市場","104000","2022830","19.45","19.50","19.43","19.45","0.0200","6"
"00737","國泰AI+Robo","24000","654420","27.27","27.29","27.23","27.27","-0.0200","15"
"00738U","期元大道瓊白銀","805000","19698170","24.54","24.60","24.41","24.45","-0.1800","172"
"00739","元大MSCI A股","52000","1238210","23.91","23.91","23.72","23.83","-0.0800","20"
"00752","中信中國50","2692000","51634410","19.08","19.21","19.08","19.20","0.1200","492"
"00753L","中信中國50正2","4760000","53970600","11.37","11.43","11.28","11.34","0.0700","926"
"00757","統一FANG+","505000","22474870","44.52","44.54","44.46","44.48","-0.0400","193"
"00762","元大全球AI","122000","4475130","36.72","36.72","36.66","36.66","0.0000","47"
"00763U","期街口道瓊銅","111000","2826840","25.47","25.50","25.34","25.34","-0.0700","23"
"00770","國泰北美科技","133000","3845980","28.98","28.98","28.89","28.91","-0.0700","64"
"00771","元大US高息特別股","28000","443890","15.87","15.87","15.85","15.85","-0.0300","20"
"00775B","新光投等債15+","58000","1991630","34.25","34.38","34.25","34.38","0.0000","6"
"00783","富邦中証500","191000","4170480","21.90","21.91","21.76","21.76","-0.1300","10"
"00830","國泰費城半導體","4694000","127995180","27.26","27.29","27.23","27.28","-0.0200","1252"
"00850","元大臺灣ESG永續","834000","26134930","31.30","31.49","31.30","31.34","0.0500","186"
"00851","台新全球AI","11000","294180","26.76","26.76","26.73","26.74","-0.0800","8"
"00852L","國泰美國道瓊正2","187000","3558780","19.05","19.05","19.01","19.02","0.0500","65"
"00861","元大全球未來通訊","83000","2366430","28.48","28.54","28.48","28.50","0.0100","44"
"00865B","國泰US短期公債","103000","4159150","40.38","40.39","40.38","40.38","-0.0400","5"
"00875","國泰網路資安","178000","4544570","25.54","25.54","25.51","25.54","0.0900","34"
"00876","元大全球5G","307000","8437150","27.52","27.53","27.44","27.47","-0.0800","152"
"00878","國泰永續高股息","39986000","695194030","17.36","17.42","17.35","17.40","0.0400","12516"
"00881","國泰台灣5G+","4121000","62801380","15.24","15.30","15.21","15.24","0.0000","1233"
"00882","中信中國高股息","6707000","79943860","11.93","11.93","11.90","11.93","0.0300","1769"
"00885","富邦越南","9005000","103154830","11.49","11.49","11.42","11.45","0.0300","1769"
"00891","中信關鍵半導體","5296000","70599400","13.33","13.41","13.30","13.32","0.0100","1067"
"00892","富邦台灣半導體","1884000","22970660","12.18","12.25","12.17","12.19","0.0300","327"
"00893","國泰智能電動車","4720000","64913300","13.76","13.77","13.73","13.77","0.0100","1397"
"00894","中信小資高價30","997000","13814360","13.81","13.88","13.81","13.87","0.1200","192"
"00895","富邦未來車","734000","10820150","14.76","14.77","14.72","14.72","-0.0500","260"
"00896","中信綠能及電動車","1100000","16038660","14.52","14.63","14.52","14.61","0.1000","397"
"00897","富邦基因免疫生技","1275000","9701990","7.63","7.63","7.60","7.61","-0.0200","148"
"00898","國泰基因免疫革命","772000","5679240","7.36","7.37","7.35","7.35","-0.0400","91"
"00899","FT潔淨能源","97000","2090920","21.57","21.57","21.53","21.53","0.0500","22"
"00900","富邦特選高股息30","5165000","60465400","11.70","11.75","11.68","11.72","0.0200","1515"
"00901","永豐智能車供應鏈","302000","3955210","13.06","13.13","13.06","13.10","0.0400","76"
"00902","中信電池及儲能","8111000","98759860","12.15","12.23","12.13","12.23","0.1300","1323"
"00903","富邦元宇宙","1563000","15528530","9.97","9.97","9.92","9.93","-0.0400","257"
"00904","新光臺灣半導體30","458000","5772280","12.58","12.64","12.58","12.60","0.0200","100"
"00905","FT臺灣Smart","3406000","31002530","9.10","9.12","9.09","9.11","0.0100","501"
"00906","大華元宇宙科技50","","","","","","","0.0000",""
"00907","永豐優息存股","1321000","19220790","14.52","14.57","14.52","14.56","0.0400","377"
"00908","富邦入息REITs+","802000","9731400","12.12","12.15","12.08","12.14","0.0000","150"
"00909","國泰數位支付服務","173000","2900230","16.70","16.78","16.70","16.77","0.0700","16"
"00910","第一金太空衛星","330000","5054540","15.31","15.33","15.30","15.31","0.0200","70"
"00911","兆豐洲際半導體","194000","3334230","17.08","17.21","17.08","17.19","0.0100","56"
"00912","中信臺灣智慧50","2053000","30944140","15.09","15.14","15.03","15.05","0.0600","661"
"00913","兆豐台灣晶圓製造","123000","2074570","16.88","16.88","16.81","16.82","-0.0300","16"
"00915","凱基優選高股息30","283000","4644050","16.40","16.44","16.38","16.44","0.0400","131"
"00916","國泰全球品牌50","265000","4204510","15.86","15.89","15.85","15.85","0.0000","150"
"00917","中信特選金融","271000","3940390","14.54","14.55","14.54","14.54","0.0000","39"
"00918","大華優利高填息30","166000","2839440","17.14","17.14","17.07","17.13","0.0900","64"
"00919","群益台灣精選高息","3377000","64296580","19.10","19.15","19.00","19.05","0.0700","629"
"00920","富邦ESG綠色電力","503000","8361860","16.65","16.65","16.60","16.63","-0.0200","26"
"00921","兆豐龍頭等權重","413000","6575630","15.85","15.97","15.85","15.96","0.1600","127"
"00922","國泰台灣領袖50","3433000","51136270","14.87","14.93","14.87","14.88","0.0100","931"
"00923","群益台灣ESG低碳","1611000","24235520","15.07","15.09","15.02","15.04","0.0100","528"
"01001T","土銀富邦R1","16000","249830","15.60","15.66","15.60","15.66","0.0600","5"
"01002T","土銀國泰R1","32000","566090","17.60","17.70","17.60","17.70","0.0000","9"
"01003T","兆豐新光R1","111000","2354850","21.30","21.30","21.16","21.16","-0.1100","25"
"01004T","土銀富邦R2","","","","","","","0.0000",""
"01007T","兆豐國泰R2","","","","","","","0.0000",""
"01009T","王道圓滿R1","51000","433040","8.49","8.50","8.49","8.49","0.0000","6"
"01010T","京城樂富R1","16000","160840","10.05","10.06","10.05","10.06","0.0000","6"
"020000","富邦特選蘋果N","","","","","","","0.0000",""
"020002","元富新中國N","","","","","","","0.0000",""
"020007","凱基臺灣500N","","","","","","","0.0000",""
"020011","統一微波高息20N","","","","","","","0.0000",""
"020012","富邦行動通訊N","7000","49550","7.08","7.08","7.07","7.08","-0.0200","4"
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","","","","","","","0.0000",""
"020018","統一價值成長30N","1000","16500","16.50","16.50","16.50","16.50","0.1100","1"
"020019","統一特選台灣5GN","5000","65000","13.00","13.00","13.00","13.00","0.0100","2"
"02001L","富邦蘋果正二N","60000","622520","10.36","10.39","10.36","10.36","0.0300","4"
"02001R","富邦蘋果反一N","103000","282580","2.74","2.75","2.74","2.75","0.0000","6"
"02001S","策元大加權策略N","","","","","","","0.0000",""
"020020","元大台股領航N","26000","176920","6.81","6.81","6.78","6.79","0.0000","7"
"020022","元大電動車N","1694000","9923320","5.79","5.89","5.79","5.87","0.0800","218"
"020028","元大特選電動車N","358000","2023360","5.58","5.67","5.58","5.66","0.0800","54"
"020029","元大ESG高股息N","157000","788500","5.02","5.03","5.02","5.03","0.0100","26"
"020030","統一智慧電動車N","52000","222960","4.28","4.30","4.28","4.29","0.0300","11"
"020031","統一IC設計臺灣N","171000","747230","4.37","4.37","4.35","4.37","0.0500","13"
"020032","元大綠能N","66000","350060","5.30","5.31","5.30","5.31","0.0300","12"
"020034","元大IC設計N","153000","838200","5.42","5.50","5.42","5.49","0.0700","23"
"1101","台泥","10248000","373565900","36.45","36.60","36.30","36.60","0.2000","5297"
"1101B","台泥乙特","38000","1854450","48.80","48.85","48.80","48.85","0.0500","15"
"1102","亞泥","2739000","118949000","43.30","43.60","43.25","43.60","0.3500","1203"
"1103","嘉泥","147000","2761500","18.85","18.85","18.70","18.85","0.0500","98"
"1104","環泥","994000","26158650","26.35","26.45","26.25","26.30","-0.0500","458"
"1108","幸福","3205000","47239700","14.45","14.90","14.35","14.80","0.4000","1511"
"1109","信大","129000","2223650","17.15","17.30","17.15","17.15","0.0000","33"
"1110","東泥","283000","4983200","17.60","17.70","17.60","17.65","0.0000","63"
"1201","味全","226000","4513700","19.95","20.00","19.90","20.00","0.0500","116"
"1203","味王","28000","1068150","38.20","38.45","38.00","38.45","0.2000","13"
"1210","大成","1476000","76413400","51.90","52.00","51.50","52.00","0.1000","951"
"1213","大飲","85000","610740","7.17","7.30","7.10","7.20","0.1500","21"
"1215","卜蜂","1157000","98563300","84.70","85.80","84.70","85.70","0.9000","735"
"1216","統一","3533000","255240800","71.90","72.70","71.60","72.50","0.6000","2078"
"1217","愛之味","852000","9693250","11.45","11.45","11.35","11.35","-0.0500","388"
"1218","泰山","3341000","102322850","30.60","30.75","30.40","30.70","0.2000","1494"
"1219","福壽","1031000","22220150","21.80","21.80","21.35","21.70","-0.1000","465"
"1220","台榮","583000","9972750","17.30","17.30","17.05","17.10","-0.2000","296"
"1225","福懋油","55000","3351400","60.80","61.50","60.00","61.10","0.3000","50"
"1227","佳格","524000","21115450","40.35","40.50","40.20","40.20","-0.3000","357"
"1229","聯華","996000","58395200","58.80","58.90","58.30","58.70","0.4000","634"
"1231","聯華食","155000","13984800","91.00","91.00","89.90","90.00","-1.0000","128"
"1232","大統益","29000","4326500","149.50","149.50","148.50","149.50","0.0000","26"
"1233","天仁","11000","377600","34.80","34.80","33.95","34.60","-0.2000","11"
"1234","黑松","431000","15629450","36.00","36.45","36.00","36.40","0.5000","241"
"1235","興泰","9000","629800","70.00","70.00","69.90","69.90","0.0000","6"
"1236","宏亞","164000","3951550","24.20","24.35","23.80","23.80","-0.3000","52"
"1256","鮮活果汁-KY","1000","330500","330.50","330.50","330.50","330.50","0.0000","1"
"1301","台塑","4819000","442419700","90.90","92.20","90.80","92.10","1.3000","3113"
"1303","南亞","2972000","230287400","77.60","78.00","77.10","77.70","0.2000","1669"
"1304","台聚","1858000","50070200","27.10","27.25","26.75","26.95","-0.1000","960"
"1305","華夏","1002000","27082350","27.05","27.30","26.90","27.00","-0.0500","436"
"1307","三芳","83000","1745500","21.00","21.10","20.95","21.05","0.1000","35"
"1308","亞聚","3730000","112715950","30.25","30.40","29.90","30.40","0.4500","1670"
"1309","台達化","339000","7276700","21.60","21.60","21.40","21.45","-0.1000","171"
"1310","台苯","1091000","15383850","13.95","14.25","13.95","14.20","0.2500","344"
"1312","國喬","2836000","57535950","20.20","20.50","20.05","20.40","0.2000","1171"
"1312A","國喬特","3000","84000","28.00","28.00","28.00","28.00","0.0000","1"
"1313","聯成","1764000","26356400","14.80","15.00","14.80","15.00","0.3500","732"
"1314","中石化","6098000","60360670","9.87","9.92","9.87","9.92","0.0600","1452"
"1315","達新","197000","14427400","72.70","73.70","72.70","73.50","2.0000","160"
"1316","上曜","5214000","72434500","13.65","14.15","13.55","14.00","0.4500","1808"
"1319","東陽","3553000","165394300","47.00","47.00","46.35","46.55","0.0500","1903"
"1321","大洋","129000","4875800","37.95","37.95","37.70","37.70","0.0000","93"
"1323","永裕","94000","3105750","33.05","33.25","32.90","33.20","-0.0500","60"
"1324","地球","1000","11400","11.40","11.40","11.40","11.40","0.0000","1"
"1325","恆大","95000","2248350","23.85","23.85","23.60","23.60","-0.1500","68"
"1326","台化","1425000","98758300","69.50","69.80","69.00","69.50","0.1000","725"
"1337","再生-KY","143000","997720","7.01","7.01","6.95","6.99","0.0400","64"
"1338","廣華-KY","52000","2363800","45.40","45.70","45.25","45.45","0.0000","41"
"1339","昭輝","202000","9139250","45.30","45.40","45.15","45.25","-0.0500","115"
"1340","勝悅-KY","263000","2888750","10.70","11.20","10.70","11.05","0.4000","143"
"1341","富林-KY","7000","489000","69.60","69.90","69.60","69.90","0.0000","4"
"1342","八貫","4436000","712992000","162.50","165.50","157.50","157.50","0.5000","3536"
"1402","遠東新","4623000","145118000","31.25","31.50","31.15","31.45","0.1500","2184"
"1409","新纖","1115000","19963600","17.90","18.00","17.85","17.90","0.0000","607"
"1410","南染","16000","620000","38.50","39.20","38.50","38.75","0.0500","14"
"1413","宏洲","28000","264330","9.51","9.56","9.30","9.54","0.0000","14"
"1414","東和","114000","2031000","17.90","17.90","17.70","17.90","0.0000","75"
"1416","廣豐","441000","4906050","11.00","11.25","10.95","11.10","0.1000","166"
"1417","嘉裕","300000","4008050","13.35","13.45","13.30","13.40","0.0500","145"
"1418","東華","456000","7790900","16.95","17.15","16.50","17.15","1.5500","197"
"1419","新紡","205000","8282500","40.05","40.65","39.85","40.50","-0.9500","100"
"1423","利華","89000","1851150","20.80","20.80","20.75","20.80","0.1000","29"
"1432","大魯閣","271000","4504400","16.55","16.85","16.50","16.50","-0.0500","168"
"1434","福懋","1278000","35927150","28.20","28.20","28.05","28.10","-0.0500","421"
"1436","華友聯","58000","3313600","56.90","57.60","56.90","57.10","0.2000","52"
"1437","勤益控","700000","20428750","29.70","29.70","28.85","28.90","-0.5500","476"
"1438","三地開發","64000","2091000","32.75","32.95","32.50","32.75","0.0000","54"
"1439","雋揚","105000","2358750","22.85","23.00","22.25","22.40","-0.6500","81"
"1440","南紡","463000","7822250","16.90","16.95","16.85","16.90","0.0500","214"
"1441","大東","53000","425480","8.02","8.05","8.02","8.04","-0.0100","44"
"1442","名軒","1197000","40891100","33.90","34.35","33.90","34.25","0.3500","485"
"1443","立益物流","78000","2230400","28.60","28.75","28.50","28.60","-0.2500","57"
"1444","力麗","878000","9100050","10.35","10.40","10.30","10.35","0.0000","264"
"1445","大宇","379000","6625800","17.45","17.60","17.40","17.50","0.3000","129"
"1446","宏和","42000","1324850","31.55","31.65","31.50","31.50","-0.0500","34"
"1447","力鵬","458000","3662750","8.00","8.01","7.98","8.00","0.0000","143"
"1449","佳和","69000","1068150","15.50","15.55","15.40","15.45","-0.0500","39"
"1451","年興","397000","9009750","22.80","22.85","22.60","22.80","0.1000","136"
"1452","宏益","130000","2298350","17.75","17.75","17.65","17.65","-0.1000","75"
"1453","大將","136000","2198200","16.20","16.30","16.10","16.15","-0.2000","101"
"1454","台富","32000","425700","13.20","13.40","13.20","13.40","0.1000","21"
"1455","集盛","328000","3514500","10.70","10.75","10.65","10.70","0.0000","138"
"1456","怡華","32000","485900","15.15","15.30","15.10","15.20","0.1500","26"
"1457","宜進","80000","1495950","18.70","18.80","18.65","18.70","0.0000","58"
"1459","聯發","69000","622250","9.01","9.14","9.00","9.00","-0.0100","37"
"1460","宏遠","504000","3924650","7.83","7.84","7.75","7.79","-0.0400","151"
"1463","強盛","58000","833700","14.35","14.45","14.30","14.30","0.1000","28"
"1464","得力","210000","3145750","14.90","15.05","14.85","14.95","0.0500","92"
"1465","偉全","65000","922600","14.25","14.35","14.15","14.15","-0.1000","41"
"1466","聚隆","59000","686950","11.60","11.70","11.60","11.65","0.0000","19"
"1467","南緯","444000","5199050","11.70","11.75","11.70","11.70","0.1000","128"
"1468","昶和","44000","678700","15.40","15.60","15.20","15.50","-0.2000","33"
"1470","大統新創","2000","38750","19.35","19.40","19.35","19.40","0.2000","2"
"1471","首利","340000","2700340","7.99","8.02","7.88","7.97","-0.0100","127"
"1472","三洋實業","2000","59850","29.95","29.95","29.90","29.90","-0.1000","2"
"1473","台南","294000","7022150","23.75","24.30","23.55","23.95","0.2500","180"
"1474","弘裕","856000","11003400","12.60","13.20","12.60","12.80","0.2000","338"
"1475","業旺","136000","7913200","58.50","58.90","57.20","58.00","1.9000","111"
"1476","儒鴻","188000","90780000","483.00","488.00","481.50","482.00","1.0000","151"
"1477","聚陽","875000","191548000","219.50","220.00","217.50","219.50","1.5000","708"
"1503","士電","9811000","835172500","82.40","86.90","82.40","85.10","3.2000","6598"
"1504","東元","27896000","1223059100","43.30","44.20","43.30","43.95","0.9000","14599"
"1506","正道","458000","9970700","21.95","21.95","21.65","21.75","0.0000","195"
"1512","瑞利","376000","5575100","13.50","14.95","13.50","14.95","1.3500","155"
"1513","中興電","47110000","4705855900","97.50","102.00","97.50","101.50","4.7000","26945"
"1514","亞力","13482000","545655300","40.10","41.30","39.65","40.20","0.3500","7063"
"1515","力山","313000","9086900","29.00","29.15","28.95","29.10","0.1500","154"
"1516","川飛","104000","2124450","20.45","20.50","20.40","20.50","0.0500","66"
"1517","利奇","183000","3644000","19.90","20.00","19.85","20.00","0.1000","94"
"1519","華城","21233000","1729775900","81.00","83.30","79.90","80.00","1.1000","12529"
"1521","大億","28000","1080850","38.45","38.90","38.20","38.90","0.4500","23"
"1522","堤維西","790000","23335300","29.80","29.80","29.30","29.60","0.0500","462"
"1522A","堤維西甲特","3000","136300","45.40","45.50","45.40","45.50","0.0500","3"
"1524","耿鼎","4544000","120926500","27.05","27.05","26.40","26.40","-0.1500","2345"
"1525","江申","146000","9802600","67.90","67.90","66.30","66.80","0.3000","115"
"1526","日馳","94000","3950650","42.15","42.15","41.90","41.95","-0.2000","75"
"1527","鑽全","252000","10767200","42.90","42.95","42.65","42.70","-0.1000","195"
"1528","恩德","648000","7276450","11.10","11.30","11.10","11.30","0.2000","240"
"1529","樂事綠能","2615000","75622300","28.90","29.20","28.70","28.80","0.2500","1394"
"1530","亞崴","22000","705650","32.10","32.10","32.00","32.10","-0.2000","16"
"1531","高林股","104000","1499100","14.50","14.50","14.35","14.50","0.0500","33"
"1532","勤美","483000","17057000","35.30","35.50","35.20","35.20","-0.1000","217"
"1533","車王電","171000","8670100","51.00","51.10","50.40","50.50","0.1000","112"
"1535","中宇","169000","8351400","49.15","49.65","49.15","49.35","0.0500","95"
"1536","和大","1075000","78420500","72.80","73.40","72.50","73.00","0.8000","689"
"1537","廣隆","45000","6440500","142.50","143.50","142.50","143.50","1.0000","41"
"1538","正峰","22000","191020","8.63","8.98","8.63","8.98","-0.5200","9"
"1539","巨庭","387000","12140600","31.55","31.65","31.15","31.30","-0.2500","249"
"1540","喬福","222000","3730850","16.80","16.90","16.75","16.90","0.2000","130"
"1541","錩泰","5000","170450","34.10","34.20","34.05","34.20","0.3000","5"
"1558","伸興","87000","9811000","112.50","113.00","112.50","112.50","0.0000","52"
"1560","中砂","1612000","191103000","120.00","120.00","117.50","118.00","-1.0000","1155"
"1568","倉佑","212000","5156250","24.10","24.55","24.10","24.35","0.4500","162"
"1582","信錦","199000","12044500","60.30","61.00","60.10","60.90","0.8000","128"
"1583","程泰","26000","1756300","67.60","67.90","67.00","67.90","-0.4000","22"
"1587","吉茂","64000","1470850","23.00","23.10","22.90","23.00","0.0000","38"
"1589","永冠-KY","2196000","179651800","81.00","82.60","80.70","82.30","1.7000","1272"
"1590","亞德客-KY","426000","496855000","1155.00","1190.00","1145.00","1180.00","35.0000","362"
"1597","直得","203000","16238500","78.80","80.60","78.40","80.20","1.4000","166"
"1598","岱宇","348000","15045650","43.55","43.55","43.00","43.20","-0.7000","223"
"1603","華電","388000","10632650","27.30","27.55","27.30","27.40","0.0000","226"
"1604","聲寶","296000","8247950","27.80","27.90","27.75","27.90","0.1000","138"
"1605","華新","26810000","1323397800","49.70","50.10","49.00","49.10","-0.4500","12586"
"1608","華榮","370000","5553050","15.05","15.20","14.90","15.00","-0.1000","190"
"1609","大亞","28617000","777156050","27.20","27.55","26.85","26.85","-0.3500","11485"
"1611","中電","1402000","22685800","16.40","16.40","16.10","16.15","-0.1500","785"
"1612","宏泰","1416000","28644800","20.10","20.40","20.05","20.30","0.2500","654"
"1614","三洋電","63000","2321950","36.70","36.95","36.70","36.85","0.1000","35"
"1615","大山","69000","2362500","34.35","34.40","34.10","34.20","0.0000","47"
"1616","億泰","131000","1135880","8.75","8.75","8.62","8.65","-0.1000","65"
"1617","榮星","17000","255850","15.05","15.05","15.05","15.05","0.0000","14"
"1618","合機","2169000","37479200","17.30","17.50","17.00","17.25","0.2000","925"
