證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"00663L","國泰臺灣加權正2","2000","208350","103.95","104.40","103.95","104.40","-0.8000","2"
"00664R","國泰臺灣加權反1","6749780","40420485","5.99","6.00","5.98","6.00","0.0300","241"
"00665L","富邦恒生國企正2","45769510","355212789","7.89","7.91","7.68","7.68","-0.4200","5429"
"00666R","富邦恒生國企反1","162000","2440400","15.09","15.10","14.97","15.06","0.2700","37"
"00668","國泰美國道瓊","27679","1041606","37.70","37.70","37.64","37.66","-0.4000","798"
"00668K","國泰美國道瓊+U","200","2448","12.24","12.24","12.24","12.24","-0.1200","2"
"00669R","國泰美國道瓊反1","4406300","35069282","7.97","7.97","7.95","7.96","0.0700","312"
"00670L","富邦NASDAQ正2","981012","65220680","66.60","66.60","66.35","66.50","-1.2500","553"
"00671R","富邦NASDAQ反1","13296065","73873388","5.54","5.56","5.54","5.55","0.0500","523"
"00673R","期元大S&P原油反1","62871081","585186393","9.29","9.32","9.29","9.32","0.4700","4218"
"00674R","期元大S&P黃金反1","1110000","13087970","11.81","11.81","11.77","11.81","-0.1800","310"
"00675L","富邦臺灣加權正2","542034","24679781","45.60","45.70","45.39","45.58","-0.3500","545"
"00676R","富邦臺灣加權反1","3178600","10477966","3.30","3.31","3.29","3.30","0.0200","146"
"00678","群益NBI生技","306992","7913668","25.89","25.89","25.75","25.78","-0.2200","849"
"00680L","元大美債20正2","31660721","377808129","11.94","11.97","11.90","11.92","0.2800","3106"
"00681R","元大美債20反1","111000","1985400","17.89","17.90","17.87","17.88","-0.2600","22"
"00682U","期元大美元指數","93000","1887080","20.30","20.31","20.24","20.26","-0.0600","25"
"00683L","期元大美元指正2","1101000","23133250","21.04","21.04","20.99","21.01","-0.1200","241"
"00684R","期元大美元指反1","3000","48690","16.23","16.23","16.23","16.23","0.0300","2"
"00685L","群益臺灣加權正2","47131","1901294","40.36","40.46","40.20","40.40","-0.3100","34"
"00686R","群益臺灣加權反1","311000","1110340","3.57","3.58","3.56","3.57","0.0200","19"
"00688L","國泰20年美債正2","3919000","46484300","11.88","11.89","11.83","11.85","0.3000","486"
"00689R","國泰20年美債反1","4000","74270","18.57","18.57","18.56","18.56","-0.2700","3"
"00690","兆豐藍籌30","4335779","118759460","27.48","27.49","27.32","27.43","0.1100","2870"
"00692","富邦公司治理","2041190","59964274","29.47","29.47","29.32","29.38","-0.1200","1791"
"00693U","期街口S&P黃豆","61696","1584630","25.76","25.76","25.66","25.68","-0.5800","49"
"00700","富邦恒生國企","352766","4395725","12.59","12.59","12.41","12.44","-0.2900","1040"
"00701","國泰股利精選30","378670","8795346","23.20","23.25","23.20","23.24","-0.0300","432"
"00702","國泰標普低波高息","105928","2177682","20.64","20.64","20.54","20.55","-0.3800","473"
"00703","台新MSCI中國","271653","4182039","15.57","15.57","15.35","15.35","-0.3500","863"
"00706L","期元大S&P日圓正2","3587505","33390202","9.27","9.35","9.27","9.34","0.1700","523"
"00707R","期元大S&P日圓反1","25000","615700","24.58","24.64","24.58","24.64","-0.1800","2"
"00708L","期元大S&P黃金正2","1770865","51362174","28.97","29.09","28.96","28.99","0.9000","465"
"00709","富邦歐洲","33131","839352","25.35","25.37","25.35","25.37","-0.0700","938"
"00710B","復華彭博非投等債","238649","4255647","17.85","17.85","17.82","17.83","-0.0200","116"
"00711B","復華彭博新興債","116467","1908487","16.43","16.43","16.37","16.39","0.0700","601"
"00712","復華富時不動產","74489752","661925659","8.91","8.92","8.86","8.88","-0.2400","32239"
"00713","元大台灣高息低波","6650022","272293051","40.99","41.02","40.85","41.00","-0.0300","4410"
"00714","群益道瓊美國地產","264281","4776570","18.17","18.17","18.06","18.07","-0.2000","192"
"00715L","期街口布蘭特正2","147852226","1803100205","12.23","12.23","12.16","12.17","-1.3200","19967"
"00717","富邦美國特別股","623010","8999244","14.49","14.51","14.42","14.43","-0.1300","896"
"00728","第一金工業30","339441","7737026","22.80","22.84","22.74","22.83","-0.0500","219"
"00730","富邦臺灣優質高息","46063","839494","18.23","18.25","18.18","18.24","0.0000","126"
"00731","復華富時高息低波","1039556","59572910","57.45","57.45","57.25","57.35","0.1000","178"
"00733","富邦臺灣中小","539108","20284716","37.85","37.85","37.49","37.57","-0.2900","235"
"00735","國泰臺韓科技","109228","2852461","26.16","26.19","26.12","26.19","-0.1100","853"
"00736","國泰新興市場","101328","1959331","19.34","19.34","19.34","19.34","-0.1600","896"
"00737","國泰AI+Robo","152335","4108950","27.03","27.09","26.96","26.99","-0.2400","566"
"00738U","期元大道瓊白銀","507416","12650798","24.95","24.98","24.85","24.85","0.3700","134"
"00739","元大MSCI A股","44687","1034380","23.31","23.31","23.10","23.10","-0.2700","256"
"00752","中信中國50","5335206","94679987","17.89","17.89","17.66","17.70","-0.4400","1887"
"00753L","中信中國50正2","27314548","269965541","9.98","10.04","9.80","9.85","-0.3900","5101"
"00757","統一FANG+","209610","9409418","45.10","45.10","44.82","44.82","-0.3700","414"
"00762","元大全球AI","358973","12852741","35.94","35.94","35.76","35.79","-0.6400","361"
"00763U","期街口道瓊銅","209000","5114850","24.57","24.57","24.43","24.45","-0.5100","53"
"00770","國泰北美科技","161814","4739819","29.42","29.42","29.23","29.25","-0.3000","130"
"00771","元大US高息特別股","111568","1769998","15.87","15.90","15.86","15.90","-0.1700","1116"
"00775B","新光投等債15+","51786","1765077","34.11","34.11","34.10","34.10","0.2100","760"
"00783","富邦中証500","262069","5533409","21.16","21.16","21.09","21.10","-0.1300","969"
"00830","國泰費城半導體","1993797","53253982","26.80","26.80","26.67","26.69","-0.4400","1550"
"00850","元大臺灣ESG永續","535278","16443578","30.80","30.80","30.64","30.77","-0.0900","470"
"00851","台新全球AI","8769","232468","26.67","26.67","26.50","26.51","-0.1700","312"
"00852L","國泰美國道瓊正2","537026","10335667","19.24","19.27","19.22","19.26","-0.3600","78"
"00861","元大全球未來通訊","39623","1101080","28.00","28.00","27.73","27.75","-0.3200","97"
"00865B","國泰US短期公債","121567","4963322","40.87","40.87","40.80","40.84","0.0100","956"
"00875","國泰網路資安","377389","9168595","24.30","24.32","24.27","24.31","-0.4100","278"
"00876","元大全球5G","70116","1872941","26.62","26.77","26.62","26.72","0.0800","136"
"00878","國泰永續高股息","97295427","1720404505","17.68","17.72","17.65","17.69","0.0100","37893"
"00881","國泰台灣5G+","4267610","63186756","14.80","14.84","14.74","14.83","-0.0200","1862"
"00882","中信中國高股息","7443869","90742162","12.30","12.30","12.14","12.19","-0.1300","2787"
"00885","富邦越南","4800647","54207168","11.34","11.34","11.27","11.29","-0.0400","1970"
"00891","中信關鍵半導體","7514594","94119712","12.51","12.57","12.47","12.57","0.0000","2066"
"00892","富邦台灣半導體","2041888","23592732","11.52","11.60","11.50","11.59","-0.0200","549"
"00893","國泰智能電動車","6489791","87809743","13.63","13.63","13.50","13.50","-0.2000","2090"
"00894","中信小資高價30","675112","8995268","13.33","13.37","13.26","13.33","-0.0400","231"
"00895","富邦未來車","1577824","22809740","14.51","14.51","14.44","14.46","-0.1600","465"
"00896","中信綠能及電動車","1189195","17248140","14.59","14.59","14.45","14.51","-0.0800","545"
"00897","富邦基因免疫生技","1210384","9178143","7.61","7.61","7.56","7.58","-0.1100","208"
"00898","國泰基因免疫革命","170938","1275529","7.51","7.51","7.45","7.46","-0.0900","132"
"00899","FT潔淨能源","196536","4106520","21.04","21.04","20.87","20.90","-0.3200","197"
"00900","富邦特選高股息30","32120728","362326605","11.21","11.32","11.21","11.31","-0.1100","6818"
"00901","永豐智能車供應鏈","355891","4530769","12.75","12.76","12.70","12.76","-0.0100","184"
"00902","中信電池及儲能","3987641","47093376","11.90","11.90","11.78","11.79","-0.1300","1699"
"00903","富邦元宇宙","1747523","17535038","10.04","10.06","10.02","10.02","-0.1500","304"
"00904","新光臺灣半導體30","250589","2937915","11.72","11.75","11.68","11.75","-0.0200","134"
"00905","FT臺灣Smart","1423135","12681893","8.95","8.95","8.89","8.92","-0.0300","1537"
"00906","大華元宇宙科技50","131271","1430696","11.01","11.01","10.80","10.80","-0.0400","33"
"00907","永豐優息存股","822963","11950727","14.55","14.55","14.51","14.52","-0.0400","508"
"00908","富邦入息REITs+","864301","10215836","11.90","11.90","11.80","11.81","-0.1700","230"
"00909","國泰數位支付服務","86736","1406014","16.47","16.47","16.19","16.21","-0.2700","150"
"00910","第一金太空衛星","245586","3659181","14.94","14.94","14.88","14.88","-0.0400","108"
"00911","兆豐洲際半導體","165000","2765440","16.78","16.82","16.74","16.76","-0.1600","13"
"00912","中信臺灣智慧50","1017964","14499462","14.28","14.28","14.21","14.26","-0.0400","515"
"00913","兆豐台灣晶圓製造","101149","1605197","15.87","15.87","15.83","15.83","-0.0800","6"
"00915","凱基優選高股息30","610692","10125855","16.59","16.64","16.54","16.63","0.0500","281"
"00916","國泰全球品牌50","558624","9146576","16.42","16.42","16.34","16.38","-0.1000","424"
"00917","中信特選金融","976366","14435336","14.84","14.84","14.77","14.78","-0.2600","178"
"00918","大華優利高填息30","203780","3467128","17.06","17.06","16.96","17.01","-0.1000","162"
"00919","群益台灣精選高息","3350004","61408560","18.38","18.39","18.27","18.35","-0.1300","1428"
"00920","富邦ESG綠色電力","410300","6665215","16.34","16.34","16.22","16.24","-0.2300","179"
"00921","兆豐龍頭等權重","130721","2101346","16.04","16.14","16.04","16.09","-0.0900","121"
"00922","國泰台灣領袖50","1071138","15577436","14.57","14.57","14.51","14.57","-0.0300","859"
"00923","群益台灣ESG低碳","2519447","36706207","14.59","14.60","14.52","14.60","-0.0200","1145"
"00924","復華S&P500成長","4660845","70074253","15.05","15.12","14.98","14.99","-0.1100","1495"
"00925","新光標普電動車","284000","4028680","14.26","14.26","14.17","14.17","-0.1700","32"
"01001T","土銀富邦R1","13280","203228","15.31","15.31","15.29","15.29","-0.0200","11"
"01002T","土銀國泰R1","20080","357991","17.85","17.90","17.77","17.90","0.0000","18"
"01003T","兆豐新光R1","30060","633636","21.10","21.10","21.00","21.10","0.0000","24"
"01004T","土銀富邦R2","34910","509587","14.83","14.83","14.49","14.80","-0.0500","35"
"01007T","兆豐國泰R2","16080","280056","17.50","17.50","17.22","17.22","-0.2800","9"
"01009T","王道圓滿R1","86000","731010","8.50","8.51","8.50","8.50","0.0200","10"
"01010T","京城樂富R1","25000","250430","10.00","10.04","10.00","10.04","0.0000","5"
"020000","富邦特選蘋果N","","","","","","","0.0000",""
"020002","元富新中國N","1000","12770","12.77","12.77","12.77","12.77","-0.2200","1"
"020007","凱基臺灣500N","","","","","","","0.0000",""
"020011","統一微波高息20N","","","","","","","0.0000",""
"020012","富邦行動通訊N","","","","","","","0.0000",""
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","","","","","","","0.0000",""
"020018","統一價值成長30N","","","","","","","0.0000",""
"020019","統一特選台灣5GN","","","","","","","0.0000",""
"02001L","富邦蘋果正二N","5000","49900","9.98","9.98","9.98","9.98","-0.1000","1"
"02001R","富邦蘋果反一N","2000","5570","2.79","2.79","2.78","2.78","0.0000","2"
"02001S","策元大加權策略N","7000","36050","5.15","5.15","5.15","5.15","-0.0200","2"
"020020","元大台股領航N","35000","230800","6.59","6.60","6.59","6.60","-0.0100","12"
"020022","元大電動車N","400000","2420770","6.06","6.07","6.03","6.05","-0.0400","67"
"020028","元大特選電動車N","60000","349710","5.80","5.84","5.80","5.84","-0.0300","19"
"020029","元大ESG高股息N","113000","563410","4.98","5.00","4.97","5.00","0.0200","33"
"020030","統一智慧電動車N","23000","96680","4.18","4.21","4.18","4.21","0.0100","8"
"020031","統一IC設計臺灣N","36000","151190","4.20","4.20","4.19","4.20","0.0000","8"
"020032","元大綠能N","14000","74050","5.32","5.32","5.28","5.29","-0.0200","9"
"020034","元大IC設計N","36000","185920","5.16","5.17","5.14","5.17","-0.0100","11"
"020036","元大金融配息N","36000","180290","5.01","5.01","5.00","5.01","0.0000","7"
"020037","元大金融高股息N","69000","345450","5.00","5.01","5.00","5.01","0.0000","14"
"1101","台泥","35068167","1392237361","40.15","40.15","39.30","39.50","-0.4000","20354"
"1101B","台泥乙特","112126","5510242","49.10","49.20","49.10","49.20","0.0500","31"
"1102","亞泥","2315869","102331083","44.30","44.30","44.10","44.15","-0.1000","1559"
"1103","嘉泥","894702","18172489","20.20","20.50","20.05","20.20","0.0000","502"
"1104","環泥","15427752","458597306","29.75","30.40","29.10","29.65","0.9000","7900"
"1108","幸福","2298996","38297117","16.55","16.90","16.30","16.70","0.2000","1130"
"1109","信大","131333","2341715","17.90","17.90","17.80","17.85","-0.0500","64"
"1110","東泥","116010","2121283","18.20","18.40","18.15","18.40","0.1000","64"
"1201","味全","169178","3393727","20.15","20.15","20.00","20.05","-0.1000","286"
"1203","味王","8473","321853","37.95","38.00","37.95","38.00","0.0000","38"
"1210","大成","2290229","119440541","52.00","52.50","51.90","52.20","0.4000","1779"
"1213","大飲","26186","178555","6.69","6.84","6.69","6.81","-0.1500","19"
"1215","卜蜂","1831145","172985405","93.40","95.50","92.60","94.60","0.9000","1619"
"1216","統一","3185617","234336845","74.00","74.00","73.10","73.50","-0.4000","4157"
"1217","愛之味","634655","7061865","11.05","11.20","11.00","11.10","0.0500","335"
"1218","泰山","2190040","66026890","29.65","30.40","29.55","30.10","0.3500","1139"
"1219","福壽","581482","12444295","21.45","21.65","21.25","21.30","-0.1000","364"
"1220","台榮","215682","3451385","16.00","16.10","15.90","16.00","-0.0500","142"
"1225","福懋油","438192","28229190","60.00","60.50","59.60","60.50","0.2000","43"
"1227","佳格","1152422","46491643","40.65","40.80","40.50","40.60","-0.1000","291"
"1229","聯華","834425","51527328","61.90","62.00","61.30","61.90","0.0000","1268"
"1231","聯華食","185033","17029924","92.30","92.60","91.50","92.10","-0.2000","825"
"1232","大統益","34627","5199559","150.50","150.50","150.00","150.00","0.0000","124"
"1233","天仁","43055","1466842","34.10","34.40","34.00","34.20","0.0500","22"
"1234","黑松","163171","5929029","36.45","36.45","36.30","36.30","-0.1000","154"
"1235","興泰","369","25321","","","","","0.0000","8"
"1236","宏亞","38195","899863","23.55","23.65","23.55","23.55","0.0000","29"
"1256","鮮活果汁-KY","1429","437101","","","","","0.0000","54"
"1301","台塑","4362011","408816918","93.80","94.00","93.20","93.60","-0.3000","3205"
"1303","南亞","2726828","210665015","77.50","77.60","77.00","77.10","-0.4000","1938"
"1304","台聚","970336","24373346","25.25","25.40","25.05","25.05","-0.3500","691"
"1305","華夏","3065928","74554426","25.25","25.25","24.00","24.05","-0.8000","1807"
"1307","三芳","32127","671545","21.00","21.00","20.85","20.90","-0.1000","28"
"1308","亞聚","1079450","29414855","27.55","27.55","27.10","27.15","-0.4000","798"
"1309","台達化","463752","9579323","20.85","20.85","20.60","20.60","-0.2500","399"
"1310","台苯","9697773","167970885","17.25","17.60","17.10","17.10","-0.2000","3987"
"1312","國喬","2704402","53723595","20.05","20.05","19.70","19.85","-0.2500","1446"
"1312A","國喬特","1000","28300","28.30","28.30","28.30","28.30","0.0000","1"
"1313","聯成","1537164","22268340","14.65","14.65","14.40","14.40","-0.3000","732"
"1314","中石化","10781613","107853620","10.05","10.10","9.99","10.00","-0.0500","2126"
"1315","達新","6330","444769","70.40","70.40","70.10","70.10","0.1000","30"
"1316","上曜","645988","8676828","13.50","13.50","13.40","13.40","-0.2000","302"
"1319","東陽","7718035","381227331","48.55","50.30","48.00","49.95","1.4000","3858"
"1321","大洋","86222","2953503","34.10","34.50","34.10","34.25","-0.1500","52"
"1323","永裕","77148","2540744","33.00","33.00","32.80","33.00","0.0000","52"
"1324","地球","92169","1075202","11.75","11.90","11.50","11.55","-0.2500","117"
"1325","恆大","104455","2515112","24.15","24.15","24.05","24.10","0.0500","128"
"1326","台化","1251810","86098908","69.00","69.00","68.60","68.80","-0.5000","952"
"1337","再生-KY","297258","2130664","7.18","7.20","7.09","7.19","0.0100","314"
"1338","廣華-KY","28285","1256645","44.45","44.55","44.20","44.45","0.0000","46"
"1339","昭輝","57871","2505999","43.40","43.40","43.10","43.25","-0.1500","71"
"1340","勝悅-KY","791564","9352977","11.60","12.25","11.50","11.80","0.3000","652"
"1341","富林-KY","6086","424813","69.60","69.90","69.60","69.90","0.3000","13"
"1342","八貫","998142","146304646","147.00","149.00","144.00","145.50","-1.0000","918"
"1402","遠東新","3617049","116498153","32.20","32.30","32.05","32.20","-0.0500","1836"
"1409","新纖","1113981","19537618","17.60","17.60","17.50","17.55","-0.0500","895"
"1410","南染","","","","","","","0.0000",""
"1413","宏洲","17671","164720","9.33","9.38","9.32","9.38","0.0200","19"
"1414","東和","168985","2884465","17.35","17.35","17.00","17.00","-0.3500","129"
"1416","廣豐","286511","3385076","11.85","11.95","11.70","11.80","-0.0500","178"
"1417","嘉裕","1016005","14624747","14.55","14.65","14.25","14.35","-0.2000","465"
"1418","東華","13388","207184","15.55","15.55","15.45","15.50","-0.0500","32"
"1419","新紡","100372","4061349","40.65","40.65","40.20","40.55","-0.1000","77"
"1423","利華","148010","3163460","21.40","21.40","21.35","21.35","-0.0500","46"
"1432","大魯閣","343511","5174075","15.35","15.35","15.00","15.05","-0.3000","365"
"1434","福懋","541026","15299467","28.35","28.35","28.20","28.30","-0.0500","398"
"1436","華友聯","1344","76808","57.20","57.20","57.20","57.20","0.1000","71"
"1437","勤益控","133643","3802096","28.60","28.60","28.35","28.40","-0.2000","90"
"1438","三地開發","172650","5493219","31.80","32.10","31.70","31.80","-0.4000","45"
"1439","雋揚","2189","48395","22.00","22.20","22.00","22.20","0.2000","3"
"1440","南紡","511878","8617675","16.95","16.95","16.75","16.80","-0.1500","269"
"1441","大東","91503","749037","8.20","8.25","8.06","8.07","-0.1800","109"
"1442","名軒","399081","12954861","32.75","32.75","32.30","32.35","-0.4000","239"
"1443","立益物流","14433","412634","28.65","28.65","28.60","28.65","0.0500","64"
"1444","力麗","1190387","12895314","10.90","10.90","10.80","10.85","-0.0500","475"
"1445","大宇","245086","4895005","20.00","20.05","19.85","20.00","0.0500","96"
"1446","宏和","21510","661308","30.95","30.95","30.65","30.75","-0.2000","72"
"1447","力鵬","1491974","12163574","8.11","8.19","8.11","8.16","0.0500","468"
"1449","佳和","55877","842558","15.15","15.25","15.00","15.05","-0.1000","63"
"1451","年興","93411","2142800","22.90","23.00","22.90","23.00","0.0500","80"
"1452","宏益","64778","1140599","17.60","17.65","17.60","17.60","-0.0500","41"
"1453","大將","153566","2301598","15.10","15.10","14.95","15.00","-0.1000","107"
"1454","台富","128221","1699356","13.35","13.45","13.20","13.45","0.0500","40"
"1455","集盛","325441","3376252","10.40","10.45","10.30","10.35","-0.0500","347"
"1456","怡華","86415","1394832","15.95","16.35","15.95","16.15","0.2500","62"
"1457","宜進","320436","5939347","18.55","18.65","18.50","18.65","-0.0500","114"
"1459","聯發","28133","254120","9.05","9.09","9.00","9.00","-0.0600","77"
"1460","宏遠","1721930","14083910","8.21","8.22","8.14","8.17","0.0500","747"
"1463","強盛","74010","1061841","14.30","14.40","14.30","14.30","-0.0500","36"
"1464","得力","485877","7413886","15.30","15.30","15.20","15.25","-0.0500","228"
"1465","偉全","6629","94358","14.30","14.30","14.20","14.20","0.0000","24"
"1466","聚隆","31425","364277","11.60","11.60","11.55","11.60","-0.0500","23"
"1467","南緯","1457622","16803846","11.50","11.60","11.50","11.55","0.0500","310"
"1468","昶和","34074","472020","13.95","13.95","13.80","13.95","-0.0500","21"
"1470","大統新創","290609","5864358","18.90","20.75","18.85","20.15","1.2500","231"
"1471","首利","2686446","26923666","10.10","10.25","9.93","9.93","-0.0700","1063"
"1472","三洋實業","30829","826570","27.00","27.00","26.70","27.00","0.0000","25"
"1473","台南","39279","885656","22.80","22.80","22.35","22.50","-0.3000","66"
"1474","弘裕","25101","316071","12.65","12.65","12.55","12.60","0.0000","16"
"1475","業旺","18543","970978","52.30","53.10","51.80","52.80","0.4000","23"
"1476","儒鴻","928321","463472398","490.00","505.00","485.50","500.00","12.5000","1304"
"1477","聚陽","1356244","309674908","224.50","230.00","224.50","228.00","2.5000","1429"
"1503","士電","48578424","5409874618","109.50","116.00","107.00","113.50","3.0000","26213"
"1504","東元","23657686","1086565519","46.15","46.40","45.60","45.70","-0.5500","12967"
"1506","正道","165485","3393505","20.30","20.65","20.30","20.50","-0.2000","158"
"1512","瑞利","49208","651774","13.20","13.40","13.20","13.30","-0.2500","61"
"1513","中興電","24970666","2648805417","106.00","109.00","103.50","105.50","-2.5000","15300"
"1514","亞力","36126429","1827998983","52.80","52.90","48.55","48.60","-4.8000","21966"
"1515","力山","1388074","43175480","30.70","31.45","30.55","31.35","0.6000","860"
"1516","川飛","112071","2317102","20.85","20.85","20.60","20.65","-0.1500","147"
"1517","利奇","271215","5242332","19.45","19.45","19.25","19.25","-0.2500","279"
"1519","華城","25885399","2556216724","100.50","101.50","97.30","97.40","-6.1000","17709"
"1521","大億","21486","809109","37.70","37.70","37.55","37.55","-0.3000","77"
"1522","堤維西","798502","23464930","29.60","29.60","29.20","29.50","0.0500","537"
"1522A","堤維西甲特","2000","91600","45.80","45.80","45.80","45.80","0.0000","2"
"1524","耿鼎","2103884","49258509","23.50","23.65","23.15","23.60","-0.1000","1032"
"1525","江申","68317","4901765","72.50","72.50","71.30","72.10","-0.4000","96"
"1526","日馳","61183","2450777","40.05","40.35","39.95","40.05","0.0000","64"
"1527","鑽全","88833","3719648","41.80","42.00","41.75","41.95","-0.0500","106"
"1528","恩德","3710898","46598228","12.60","12.80","12.35","12.35","-0.3500","1396"
"1529","樂事綠能","2617415","109073583","41.80","42.50","41.00","42.50","-0.1000","1892"
"1530","亞崴","10185","338355","33.20","33.30","33.20","33.30","-0.1000","12"
"1531","高林股","93474","1355120","14.45","14.55","14.45","14.45","0.0500","78"
"1532","勤美","304215","10415896","34.35","34.35","34.15","34.25","-0.1500","147"
"1533","車王電","478131","26666729","56.70","56.70","55.50","55.50","-1.2000","432"
"1535","中宇","90276","4875103","54.40","54.40","53.80","53.90","-0.7000","140"
"1536","和大","357734","25188794","71.00","71.00","70.20","70.30","-0.7000","349"
"1537","廣隆","55688","7966660","143.50","143.50","142.50","143.00","-0.5000","71"
"1538","正峰","2853","27207","9.64","9.64","9.64","9.64","0.0000","25"
"1539","巨庭","193342","5600936","29.50","29.50","28.75","29.10","-0.2000","143"
"1540","喬福","42057","704752","16.85","16.85","16.65","16.80","-0.0500","57"
"1541","錩泰","16000","546600","34.50","34.50","34.10","34.20","0.2000","9"
"1558","伸興","46688","5214333","112.00","112.00","111.50","112.00","0.5000","67"
"1560","中砂","457348","50145551","109.50","111.00","109.00","109.00","-1.0000","477"
"1568","倉佑","125451","2937808","23.65","23.65","23.30","23.30","-0.2500","83"
"1582","信錦","73027","4351873","59.70","59.70","59.50","59.70","0.0000","118"
"1583","程泰","1000","66300","66.30","66.30","66.30","66.30","-0.6000","1"
"1587","吉茂","12016","274165","22.75","22.90","22.75","22.80","-0.0500","14"
"1589","永冠-KY","3687447","307640432","83.60","85.00","82.10","82.60","-0.3000","2675"
"1590","亞德客-KY","607498","649462190","1090.00","1090.00","1055.00","1065.00","-15.0000","685"
"1597","直得","30687","2349082","76.80","77.30","76.00","76.70","-1.1000","61"
"1598","岱宇","85206","3616239","42.60","42.60","42.25","42.25","-0.7000","76"
"1603","華電","249406","6672275","26.80","27.05","26.60","26.70","-0.2000","134"
"1604","聲寶","352048","9194541","26.15","26.20","26.00","26.10","-0.1500","321"
"1605","華新","14510700","725306367","50.20","50.30","49.55","50.20","-0.2000","7309"
"1608","華榮","734075","12251840","16.90","16.90","16.55","16.65","-0.3000","434"
