證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"00675L","富邦臺灣加權正2","460000","21367460","46.55","46.73","46.08","46.46","0.3100","257"
"00676R","富邦臺灣加權反1","2865000","9361930","3.27","3.28","3.25","3.26","-0.0100","193"
"00678","群益NBI生技","307000","7622570","24.79","24.83","24.79","24.80","0.0400","9"
"00680L","元大美債20正2","15728000","184251410","11.74","11.78","11.68","11.77","-0.0600","2653"
"00681R","元大美債20反1","260000","4691540","18.00","18.08","18.00","18.02","0.0800","46"
"00682U","期元大美元指數","291000","5935330","20.31","20.41","20.31","20.40","0.0400","22"
"00683L","期元大美元指正2","1157000","24556090","21.26","21.27","21.19","21.27","0.0100","164"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","71000","2921970","41.27","41.47","40.91","41.05","0.1400","28"
"00686R","群益臺灣加權反1","690000","2439230","3.54","3.55","3.53","3.55","0.0000","16"
"00688L","國泰20年美債正2","3192000","37156670","11.64","11.70","11.60","11.70","-0.0600","514"
"00689R","國泰20年美債反1","22000","412080","18.69","18.75","18.69","18.74","0.1300","4"
"00690","兆豐藍籌30","112000","3101440","27.72","27.72","27.67","27.69","-0.0800","11"
"00692","富邦公司治理","1250000","37487370","30.01","30.10","29.89","30.03","0.1000","383"
"00693U","期街口S&P黃豆","71000","1854130","26.11","26.17","26.09","26.10","0.3600","35"
"00700","富邦恒生國企","413000","5413170","12.77","13.20","12.77","13.05","0.3800","53"
"00701","國泰股利精選30","554000","12559010","22.64","22.70","22.63","22.69","0.0500","216"
"00702","國泰標普低波高息","114000","2287970","20.06","20.08","20.06","20.06","0.0800","8"
"00703","台新MSCI中國","55000","895210","15.85","16.40","15.85","16.33","0.4900","30"
"00706L","期元大S&P日圓正2","2775000","27973260","10.13","10.13","10.04","10.06","-0.1500","313"
"00707R","期元大S&P日圓反1","21000","497400","23.64","23.70","23.64","23.70","0.2200","7"
"00708L","期元大S&P黃金正2","1040000","29004600","27.95","27.98","27.81","27.84","0.1900","165"
"00709","富邦歐洲","33000","783620","23.77","23.77","23.67","23.67","0.1200","5"
"00710B","FH彭博非投等債","286000","4962820","17.35","17.37","17.34","17.37","0.0200","75"
"00711B","FH彭博新興債","235000","3729400","15.88","15.88","15.85","15.87","-0.0100","12"
"00712","FH富時不動產","4917000","47388970","9.63","9.65","9.63","9.65","0.0200","1627"
"00713","元大台灣高息低波","5130000","203765850","39.71","39.83","39.64","39.73","0.0200","2261"
"00714","群益道瓊美國地產","399000","6944390","17.41","17.43","17.36","17.43","-0.0100","81"
"00715L","期街口布蘭特正2","73245000","953455350","13.02","13.08","12.94","13.00","0.3500","6820"
"00717","富邦美國特別股","120000","1699330","14.14","14.18","14.14","14.17","0.0300","39"
"00728","第一金工業30","169000","3996150","23.77","23.77","23.54","23.68","0.0700","74"
"00730","富邦臺灣優質高息","160000","3002070","18.84","18.84","18.66","18.72","0.0000","76"
"00731","FH富時高息低波","1144000","64313650","56.20","56.30","56.15","56.25","0.2500","37"
"00732","國泰RMB短期報酬","","","","","","","0.0000",""
"00733","富邦臺灣中小","86000","3135880","36.47","36.56","36.33","36.38","0.2800","47"
"00735","國泰臺韓科技","102000","2718340","26.65","26.67","26.65","26.67","-0.0300","4"
"00736","國泰新興市場","101000","1924120","19.05","19.12","19.05","19.12","0.1200","3"
"00737","國泰AI+Robo","18000","484130","26.90","26.90","26.86","26.89","0.0800","9"
"00738U","期元大道瓊白銀","351000","8045890","22.99","22.99","22.88","22.90","0.2100","107"
"00739","元大MSCI A股","15000","350120","23.47","23.47","23.27","23.43","0.1600","10"
"00752","中信中國50","4418000","83554560","18.75","19.11","18.75","18.85","0.5500","971"
"00753L","中信中國50正2","25547000","288857030","11.18","11.58","11.16","11.21","0.4500","4265"
"00757","統一FANG+","454000","19585840","43.10","43.22","43.09","43.21","-0.1700","169"
"00762","元大全球AI","205000","7265020","35.46","35.50","35.40","35.50","-0.2800","65"
"00763U","期街口道瓊銅","16000","412560","25.81","25.85","25.66","25.66","-0.2100","12"
"00770","國泰北美科技","293000","8211360","28.08","28.08","28.00","28.03","-0.0500","61"
"00771","元大US高息特別股","59000","923550","15.63","15.70","15.60","15.69","-0.0200","36"
"00775B","新光投等債15+","1000","33270","33.27","33.27","33.27","33.27","-0.0100","1"
"00783","富邦中証500","411000","8717610","21.23","21.25","21.11","21.21","-0.0600","23"
"00830","國泰費城半導體","1676000","45554150","27.12","27.22","27.11","27.22","-0.0400","483"
"00850","元大臺灣ESG永續","665000","20699330","31.17","31.29","31.06","31.22","0.0700","99"
"00851","台新全球AI","39000","1025230","26.27","26.33","26.18","26.33","0.0600","12"
"00852L","國泰美國道瓊正2","733000","13158020","17.93","17.99","17.93","17.98","0.0700","109"
"00861","元大全球未來通訊","107000","2999950","28.10","28.10","28.02","28.07","-0.0700","30"
"00865B","國泰US短期公債","101000","4070300","40.30","40.30","40.30","40.30","0.0900","4"
"00875","國泰網路資安","180000","4522590","25.11","25.15","25.10","25.14","0.0800","19"
"00876","元大全球5G","239000","6523450","27.31","27.36","27.18","27.35","-0.0700","116"
"00878","國泰永續高股息","28937000","497658120","17.16","17.24","17.16","17.20","0.0400","7373"
"00881","國泰台灣5G+","5553000","84142080","15.16","15.25","15.09","15.17","0.0100","1243"
"00882","中信中國高股息","16203000","192749510","11.92","12.00","11.84","11.86","0.0000","3800"
"00885","富邦越南","14236000","159109530","11.20","11.21","11.16","11.17","-0.0500","1888"
"00891","中信關鍵半導體","7905000","104533330","13.35","13.39","13.11","13.21","-0.0900","1936"
"00892","富邦台灣半導體","4267000","51353370","12.20","12.21","11.95","12.03","-0.1000","998"
"00893","國泰智能電動車","6148000","84718900","13.75","13.81","13.73","13.80","0.0500","1305"
"00894","中信小資高價30","500000","6875620","13.86","13.90","13.64","13.76","-0.0200","118"
"00895","富邦未來車","1512000","22269030","14.72","14.75","14.71","14.75","0.0300","256"
"00896","中信綠能及電動車","922000","13312800","14.43","14.50","14.38","14.45","0.0200","207"
"00897","富邦基因免疫生技","1214000","8900720","7.34","7.35","7.32","7.34","-0.0200","128"
"00898","國泰基因免疫革命","474000","3341910","7.06","7.07","7.04","7.06","-0.0100","97"
"00899","FT潔淨能源","320000","6739090","20.74","21.12","20.70","21.12","0.2500","64"
"00900","富邦特選高股息30","6236000","72136620","11.64","11.66","11.51","11.56","-0.0500","2232"
"00901","永豐智能車供應鏈","313000","4087970","13.09","13.13","13.00","13.08","0.0500","82"
"00902","中信電池及儲能","2004000","24764680","12.30","12.41","12.30","12.34","0.0900","638"
"00903","富邦元宇宙","1744000","16870240","9.70","9.70","9.65","9.68","-0.0400","218"
"00904","新光臺灣半導體30","339000","4222730","12.55","12.58","12.35","12.42","-0.1100","111"
"00905","FT臺灣Smart","1435000","12982830","9.07","9.09","9.01","9.05","0.0100","359"
"00906","大華元宇宙科技50","26000","273420","10.53","10.54","10.50","10.54","0.0000","7"
"00907","永豐優息存股","971000","14031760","14.42","14.49","14.42","14.46","0.0600","230"
"00908","富邦入息REITs+","1626000","18926480","11.61","11.65","11.61","11.64","0.0400","226"
"00909","國泰數位支付服務","234000","3827540","16.35","16.38","16.34","16.38","0.0100","26"
"00910","第一金太空衛星","228000","3432940","15.03","15.08","15.03","15.08","0.1300","22"
"00911","兆豐洲際半導體","178000","3050600","17.13","17.17","17.11","17.17","-0.0300","50"
"00912","中信臺灣智慧50","607000","9040580","14.94","14.98","14.82","14.89","-0.0100","98"
"00913","兆豐台灣晶圓製造","138000","2309730","16.89","16.89","16.67","16.67","-0.1500","16"
"00915","凱基優選高股息30","380000","6165750","16.16","16.28","16.16","16.24","0.0800","83"
"00916","國泰全球品牌50","475000","7290010","15.35","15.37","15.33","15.37","0.0200","93"
"00917","中信特選金融","611000","8757650","14.30","14.38","14.30","14.38","0.1100","130"
"00918","大華優利高填息30","121000","2028620","16.81","16.83","16.73","16.76","-0.0500","38"
"00919","群益台灣精選高息","1246000","23305090","18.80","18.82","18.61","18.68","-0.0600","482"
"00920","富邦ESG綠色電力","238000","3867410","16.23","16.26","16.23","16.26","0.0500","20"
"00921","兆豐龍頭等權重","106000","1654170","15.62","15.68","15.56","15.65","0.0400","50"
"00922","國泰台灣領袖50","13178000","195955890","14.92","14.93","14.81","14.87","-0.0100","4931"
"00923","群益台灣ESG低碳","2852000","42687690","15.01","15.04","14.91","14.99","0.0300","1057"
"01001T","土銀富邦R1","10000","156000","15.60","15.60","15.60","15.60","0.0800","1"
"01002T","土銀國泰R1","3000","52890","17.69","17.69","17.60","17.60","-0.1000","3"
"01003T","兆豐新光R1","25000","511650","20.45","20.47","20.45","20.47","0.0000","21"
"01004T","土銀富邦R2","5000","73020","14.50","15.00","14.50","14.50","-0.5000","4"
"01007T","兆豐國泰R2","","","","","","","0.0000",""
"01009T","王道圓滿R1","3000","25080","8.36","8.36","8.36","8.36","-0.0900","1"
"01010T","京城樂富R1","4000","40120","10.06","10.06","10.00","10.06","0.0000","3"
"020000","富邦特選蘋果N","","","","","","","0.0000",""
"020002","元富新中國N","2000","26760","13.38","13.38","13.38","13.38","0.3700","1"
"020007","凱基臺灣500N","","","","","","","0.0000",""
"020011","統一微波高息20N","","","","","","","0.0000",""
"020012","富邦行動通訊N","2000","14120","7.06","7.06","7.06","7.06","0.0000","1"
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","","","","","","","0.0000",""
"020018","統一價值成長30N","1000","16010","16.01","16.01","16.01","16.01","-0.2900","1"
"020019","統一特選台灣5GN","1000","13030","13.03","13.03","13.03","13.03","0.0000","1"
"02001L","富邦蘋果正二N","","","","","","","0.0000",""
"02001R","富邦蘋果反一N","","","","","","","0.0000",""
"02001S","策元大加權策略N","10000","51700","5.17","5.17","5.17","5.17","0.0000","1"
"020020","元大台股領航N","66000","449500","6.82","6.82","6.79","6.80","0.0000","15"
"020022","元大電動車N","433000","2496550","5.76","5.79","5.73","5.78","0.0300","62"
"020028","元大特選電動車N","400000","2220830","5.58","5.60","5.54","5.57","0.0200","26"
"020029","元大ESG高股息N","57000","283110","4.98","4.99","4.95","4.96","-0.0300","23"
"020030","統一智慧電動車N","48000","203930","4.27","4.27","4.23","4.24","-0.0200","14"
"020031","統一IC設計臺灣N","284000","1195640","4.31","4.31","4.20","4.23","-0.0700","33"
"020032","元大綠能N","12000","63360","5.29","5.29","5.27","5.27","0.0000","5"
"020034","元大IC設計N","621000","3288030","5.45","5.45","5.22","5.25","-0.1600","97"
"1101","台泥","12737000","461417850","36.25","36.40","36.05","36.35","0.1500","6116"
"1101B","台泥乙特","252000","12281700","48.75","48.80","48.70","48.80","0.0000","43"
"1102","亞泥","4303000","186058550","43.20","43.30","43.15","43.30","0.2000","2001"
"1103","嘉泥","105000","1976350","18.70","18.90","18.70","18.90","0.0500","66"
"1104","環泥","1855000","48674600","26.15","26.45","26.00","26.15","0.1500","795"
"1108","幸福","1009000","14044050","14.00","14.05","13.85","13.90","-0.1000","383"
"1109","信大","71000","1209600","17.10","17.10","17.00","17.05","0.0000","25"
"1110","東泥","135000","2374850","17.65","17.75","17.50","17.60","-0.0500","49"
"1201","味全","436000","8688850","20.00","20.00","19.90","19.90","-0.0500","281"
"1203","味王","41000","1587250","38.50","38.85","38.50","38.85","0.3000","32"
"1210","大成","629000","31580300","50.30","50.50","50.10","50.20","-0.1000","478"
"1213","大飲","25000","175000","6.95","7.15","6.95","7.15","0.1400","6"
"1215","卜蜂","488000","40277700","83.20","83.20","82.20","82.80","0.3000","365"
"1216","統一","9114000","652859800","71.50","72.00","71.00","71.90","0.6000","4571"
"1217","愛之味","1064000","12288250","11.50","11.60","11.50","11.55","0.0500","472"
"1218","泰山","855000","24829350","29.00","29.30","28.95","29.00","-0.1000","391"
"1219","福壽","629000","13173350","20.90","21.10","20.85","21.00","0.1000","218"
"1220","台榮","656000","10606850","16.25","16.40","16.05","16.10","-0.1500","350"
"1225","福懋油","17000","997700","58.30","58.80","58.30","58.80","0.5000","8"
"1227","佳格","341000","13928250","40.75","40.95","40.70","40.95","0.3500","237"
"1229","聯華","419000","23429200","56.00","56.10","55.70","56.00","0.2000","308"
"1231","聯華食","193000","17257200","89.10","90.20","88.60","89.10","-0.2000","142"
"1232","大統益","33000","4841000","147.00","147.00","146.50","146.50","0.0000","29"
"1233","天仁","24000","826900","34.50","34.60","34.30","34.50","0.6500","20"
"1234","黑松","203000","7264850","35.90","35.90","35.70","35.80","-0.1000","115"
"1235","興泰","4000","279200","69.60","70.00","69.60","70.00","0.0000","3"
"1236","宏亞","153000","3680800","24.30","24.30","24.00","24.10","0.1000","34"
"1256","鮮活果汁-KY","33000","10926000","331.00","336.50","326.00","332.00","1.0000","28"
"1301","台塑","3834000","353547900","92.30","92.60","92.00","92.30","0.0000","2347"
"1303","南亞","4842000","376622200","77.50","78.00","77.40","78.00","0.8000","2862"
"1304","台聚","2784000","74079500","26.60","26.85","26.40","26.50","0.0500","1466"
"1305","華夏","696000","18180400","25.90","26.25","25.90","26.10","0.2000","434"
"1307","三芳","62000","1298500","21.00","21.10","20.90","21.10","0.2000","28"
"1308","亞聚","1348000","38941400","28.95","29.15","28.70","29.00","0.2000","1018"
"1309","台達化","279000","5917650","21.30","21.35","21.10","21.25","0.0000","178"
"1310","台苯","372000","5202700","14.00","14.10","13.90","14.00","0.0500","226"
"1312","國喬","1097000","21765700","19.80","20.00","19.75","19.85","0.0500","431"
"1312A","國喬特","","","","","","","0.0000",""
"1313","聯成","483000","6937250","14.35","14.45","14.30","14.35","0.0000","224"
"1314","中石化","3269000","32441120","9.97","9.97","9.90","9.91","-0.0200","992"
"1315","達新","22000","1564000","71.00","71.20","71.00","71.10","0.0000","17"
"1316","上曜","1271000","16916700","13.20","13.50","13.20","13.25","0.1000","463"
"1319","東陽","3847000","177779000","46.00","46.50","45.75","46.50","0.8500","2137"
"1321","大洋","51000","1884500","36.95","37.05","36.90","37.00","0.0500","43"
"1323","永裕","56000","1844600","33.00","33.00","32.90","33.00","0.0000","27"
"1324","地球","6000","67050","11.15","11.25","11.15","11.25","0.1000","6"
"1325","恆大","187000","4480250","24.00","24.20","23.85","23.85","-0.2500","87"
"1326","台化","2471000","171947000","69.50","69.90","69.40","69.80","0.3000","1111"
"1337","再生-KY","90000","626570","6.94","6.98","6.94","6.96","0.0200","47"
"1338","廣華-KY","80000","3650750","46.00","46.05","45.40","45.65","-0.1500","68"
"1339","昭輝","92000","4230250","45.95","46.35","45.75","45.80","0.2000","75"
"1340","勝悅-KY","43000","457500","10.70","10.70","10.60","10.60","-0.1000","33"
"1341","富林-KY","9000","634800","70.90","71.00","70.00","70.00","0.2000","7"
"1342","八貫","4577000","714146000","159.00","160.50","153.00","153.50","-2.5000","3517"
"1402","遠東新","4406000","137890950","31.20","31.35","31.10","31.35","0.2500","1450"
"1409","新纖","929000","16680350","18.00","18.00","17.90","17.95","0.0000","599"
"1410","南染","11000","425800","38.70","38.80","38.50","38.80","0.0500","10"
"1413","宏洲","10000","94760","9.45","9.53","9.44","9.52","-0.0300","8"
"1414","東和","25000","443950","17.80","17.80","17.70","17.80","0.0500","19"
"1416","廣豐","2150000","24096650","10.90","11.45","10.90","11.00","0.1000","594"
"1417","嘉裕","570000","7618750","13.50","13.55","13.30","13.35","-0.0500","295"
"1418","東華","8000","114000","14.25","14.25","14.25","14.25","0.0000","7"
"1419","新紡","41000","1699300","41.35","41.50","41.35","41.45","0.1500","12"
"1423","利華","128000","2650550","20.70","20.75","20.70","20.70","0.0000","34"
"1432","大魯閣","1159000","19600350","17.20","17.20","16.65","16.75","-0.4500","964"
"1434","福懋","639000","17924350","28.00","28.15","28.00","28.10","0.1000","365"
"1435","中福","15000","499450","32.85","34.00","32.35","32.95","-0.4000","15"
"1436","華友聯","6000","339500","56.50","56.70","56.50","56.70","0.0000","6"
"1437","勤益控","556000","15708550","28.50","28.60","28.00","28.20","-0.2000","308"
"1438","三地開發","221000","7161700","33.10","33.15","32.00","32.30","-0.6500","146"
"1439","雋揚","10000","225650","22.60","22.60","22.55","22.55","-0.1500","6"
"1440","南紡","657000","11017350","16.85","16.90","16.70","16.80","0.0000","335"
"1441","大東","14000","113280","8.10","8.10","8.08","8.08","-0.0200","14"
"1442","名軒","888000","28324650","32.30","32.30","31.70","31.70","-0.4000","377"
"1443","立益物流","134000","3914850","29.15","30.10","29.10","29.10","0.0000","55"
"1444","力麗","540000","5580800","10.30","10.40","10.30","10.35","0.0500","217"
"1445","大宇","48000","776150","16.20","16.20","16.15","16.15","-0.0500","19"
"1446","宏和","63000","1990750","31.75","31.75","31.50","31.60","-0.1500","32"
"1447","力鵬","349000","2768360","7.94","7.98","7.92","7.93","0.0000","165"
"1449","佳和","55000","842700","15.35","15.40","15.25","15.25","0.0000","32"
"1451","年興","250000","5746450","23.00","23.10","22.90","23.00","0.0500","131"
"1452","宏益","81000","1443800","17.80","17.85","17.75","17.80","-0.0500","24"
"1453","大將","190000","3065700","16.10","16.35","16.00","16.05","-0.0500","116"
"1454","台富","110000","1377550","12.60","12.60","12.50","12.55","0.0500","38"
"1455","集盛","605000","6558000","10.80","11.00","10.75","10.80","0.0500","199"
"1456","怡華","45000","683850","15.10","15.35","15.05","15.35","0.2500","19"
"1457","宜進","160000","2978700","18.60","18.70","18.55","18.70","0.1000","54"
"1459","聯發","8000","70920","8.88","8.88","8.85","8.85","0.0500","6"
"1460","宏遠","1408000","10718050","7.51","7.65","7.51","7.65","0.1400","458"
"1463","強盛","67000","958400","14.40","14.40","14.25","14.30","-0.1000","33"
"1464","得力","151000","2223250","14.80","14.90","14.60","14.75","0.0000","59"
"1465","偉全","213000","3056400","14.40","14.40","14.20","14.20","0.0500","53"
"1466","聚隆","25000","291200","11.65","11.65","11.60","11.65","0.0000","16"
"1467","南緯","4445000","51694400","11.65","11.75","11.55","11.60","0.0000","402"
"1468","昶和","45000","690950","15.35","15.50","15.20","15.40","0.2000","35"
"1470","大統新創","17000","332350","19.40","19.85","19.40","19.60","0.0000","13"
"1471","首利","339000","2752370","8.12","8.16","8.08","8.13","0.0300","170"
"1472","三洋實業","25000","815350","32.00","32.95","32.00","32.95","1.3500","14"
"1473","台南","395000","9705000","24.10","24.80","24.10","24.70","0.7000","230"
"1474","弘裕","70000","859050","12.25","12.30","12.20","12.25","0.0500","49"
"1475","業旺","75000","4250100","57.60","57.60","55.80","56.10","-0.9000","52"
"1476","儒鴻","2036000","1005501000","500.00","500.00","485.00","496.50","21.0000","1743"
"1477","聚陽","3313000","779821000","236.00","238.00","233.50","235.50","-0.5000","1984"
"1503","士電","1440000","116498100","80.80","81.50","80.20","81.00","0.2000","1004"
"1504","東元","64769000","2749459550","41.60","43.20","41.55","42.90","2.0000","29940"
"1506","正道","263000","5494100","20.70","21.10","20.70","20.90","0.2000","119"
"1512","瑞利","63000","846250","13.35","13.45","13.35","13.45","0.0000","25"
"1513","中興電","9213000","878655700","95.00","96.40","94.30","94.70","-0.1000","5635"
"1514","亞力","1393000","53531900","38.60","38.90","38.15","38.20","-0.1000","857"
"1515","力山","481000","13942150","29.20","29.20","28.80","29.15","0.1500","261"
"1516","川飛","128000","2601800","20.20","20.45","20.20","20.35","0.0000","76"
"1517","利奇","481000","9476550","19.75","19.80","19.60","19.70","-0.0500","241"
"1519","華城","3233000","224089600","69.80","69.90","68.80","69.50","0.5000","1917"
"1521","大億","28000","1099100","39.20","39.35","39.15","39.15","-0.0500","17"
"1522","堤維西","1108000","32857700","29.55","29.85","29.45","29.65","0.3000","606"
"1522A","堤維西甲特","1000","45200","45.20","45.20","45.20","45.20","-0.1500","1"
"1524","耿鼎","3295000","84838750","25.65","26.00","25.45","25.80","0.2000","1486"
"1525","江申","78000","5042600","65.20","65.50","63.70","64.70","0.1000","53"
"1526","日馳","162000","6682550","41.00","41.55","41.00","41.30","0.0500","121"
"1527","鑽全","232000","9833600","42.55","42.65","42.25","42.50","-0.0500","155"
"1528","恩德","385000","4113250","10.55","10.80","10.55","10.75","0.1500","227"
"1529","樂事綠能","4010000","111186450","28.10","28.35","27.30","27.30","-0.5500","2165"
"1530","亞崴","2000","64650","32.35","32.35","32.30","32.30","-0.1500","2"
"1531","高林股","118000","1714750","14.50","14.60","14.50","14.50","0.0500","34"
"1532","勤美","808000","28549200","35.45","35.80","35.05","35.15","-0.0500","410"
"1533","車王電","118000","5982800","51.00","51.10","50.50","50.70","0.1000","88"
"1535","中宇","90000","4383450","49.05","49.10","48.55","48.55","-0.6500","73"
"1536","和大","804000","58017800","72.30","72.50","71.50","72.30","1.1000","526"
"1537","廣隆","29000","4147000","142.50","143.50","142.50","142.50","-0.5000","24"
"1538","正峰","16000","138350","8.53","8.70","8.53","8.70","0.0000","6"
"1539","巨庭","398000","12409750","31.50","31.60","30.95","30.95","-0.3000","244"
"1540","喬福","1477000","24919400","17.00","17.05","16.75","16.80","-0.9500","658"
"1541","錩泰","23000","778100","33.70","33.95","33.70","33.90","0.1500","18"
"1558","伸興","89000","10017000","113.50","113.50","112.00","112.00","-0.5000","62"
"1560","中砂","1026000","118206500","117.00","117.00","114.50","114.50","-1.0000","800"
"1568","倉佑","126000","3003150","24.10","24.10","23.70","23.75","0.0500","84"
"1582","信錦","107000","6392800","60.00","60.00","59.60","59.70","-0.4000","95"
"1583","程泰","9000","610700","68.90","68.90","67.50","67.60","-0.5000","9"
"1587","吉茂","43000","989750","23.05","23.05","23.00","23.05","0.0000","29"
"1589","永冠-KY","1693000","135556200","79.30","81.20","79.10","79.60","0.1000","1155"
"1590","亞德客-KY","1069000","1267835000","1175.00","1205.00","1170.00","1190.00","40.0000","876"
"1597","直得","48000","3694900","76.80","77.80","76.30","76.50","-0.3000","42"
"1598","岱宇","454000","20492850","45.65","46.60","44.40","44.65","-0.9000","336"
"1603","華電","798000","22881450","28.50","28.95","28.45","28.65","0.2500","378"
"1604","聲寶","230000","6294800","27.35","27.80","27.25","27.35","0.0500","120"
"1605","華新","32265000","1614397650","49.90","50.60","49.55","50.00","0.2000","13277"
"1608","華榮","405000","5973550","14.90","14.95","14.60","14.70","-0.1000","235"
"1609","大亞","33914000","897914400","25.70","26.90","25.45","26.55","1.0500","13976"
"1611","中電","777000","12119500","15.55","15.75","15.45","15.55","0.0500","416"
"1612","宏泰","1257000","24732250","19.40","19.85","19.40","19.60","0.2500","702"
"1614","三洋電","13000","476500","36.65","36.80","36.55","36.55","-0.1000","5"
"1615","大山","96000","3292000","34.60","34.60","34.00","34.05","0.0000","57"
"1616","億泰","198000","1734710","8.88","8.89","8.68","8.72","0.0400","97"
"1617","榮星","44000","659650","14.95","15.05","14.90","15.05","0.1000","26"
